x,y,z,data
3450,50,254.6875,0.326281637
3550,50,254.6875,0.211663142
3650,50,254.6875,7.57E-03
3750,50,254.6875,0
3850,50,254.6875,0
3950,50,254.6875,0.523335874
4050,50,254.6875,1.11797214
4150,50,254.6875,1.28389692
4250,50,254.6875,1.54304314
4350,50,254.6875,1.91863227
4450,50,254.6875,1.82198691
4550,50,254.6875,1.03479064
4650,50,254.6875,0.545498371
4750,50,254.6875,0.517723739
4850,50,254.6875,0.414791346
4950,50,254.6875,0.262545943
5050,50,254.6875,0.151156813
5150,50,254.6875,9.32E-02
5250,50,254.6875,7.18E-02
5350,50,254.6875,6.03E-02
5450,50,254.6875,4.60E-02
5550,50,254.6875,3.72E-02
5650,50,254.6875,3.89E-02
5750,50,254.6875,3.98E-02
5850,50,254.6875,5.09E-02
5950,50,254.6875,8.93E-02
50,150,254.6875,1.08734393
150,150,254.6875,0.584847093
250,150,254.6875,0.182118475
350,150,254.6875,6.01E-02
450,150,254.6875,6.78E-02
550,150,254.6875,7.74E-02
650,150,254.6875,2.10E-02
750,150,254.6875,0
850,150,254.6875,0
950,150,254.6875,0
1050,150,254.6875,0
1150,150,254.6875,0.918459594
1250,150,254.6875,2.27999997
1350,150,254.6875,2.27266717
1450,150,254.6875,2.13228297
1550,150,254.6875,2.27999997
1650,150,254.6875,2.0126543
1750,150,254.6875,0.564447761
1850,150,254.6875,0
1950,150,254.6875,0
2050,150,254.6875,1.14453399
2150,150,254.6875,1.85348213
2250,150,254.6875,1.8266778
2350,150,254.6875,1.88203073
2450,150,254.6875,2.27999997
2550,150,254.6875,2.27999997
2650,150,254.6875,1.0028466
2750,150,254.6875,0
2850,150,254.6875,0
2950,150,254.6875,0.13551338
3050,150,254.6875,0.273587197
3150,150,254.6875,0.286645204
3250,150,254.6875,0.271457195
3350,150,254.6875,0.262243897
3450,150,254.6875,0.227698818
3550,150,254.6875,0.10653396
3650,150,254.6875,0
3750,150,254.6875,0
3850,150,254.6875,0
3950,150,254.6875,0.545866072
4050,150,254.6875,1.277915
4150,150,254.6875,1.47807467
4250,150,254.6875,1.75115228
4350,150,254.6875,2.14624739
4450,150,254.6875,2.01434159
4550,150,254.6875,1.10219681
4650,150,254.6875,0.548100531
4750,150,254.6875,0.518489122
4850,150,254.6875,0.394820929
4950,150,254.6875,0.224024862
5050,150,254.6875,0.105480753
5150,150,254.6875,4.89E-02
5250,150,254.6875,3.04E-02
5350,150,254.6875,2.43E-02
5450,150,254.6875,1.30E-02
5550,150,254.6875,4.26E-03
