x,y,z,data
4050,50,254.6875,0.938680828
4150,50,254.6875,1.34123564
4250,50,254.6875,1.60961747
4350,50,254.6875,1.64699256
4450,50,254.6875,1.47117078
4550,50,254.6875,1.10179746
4650,50,254.6875,0.750439525
4750,50,254.6875,0.469373494
4850,50,254.6875,0.299764991
4950,50,254.6875,0.192795008
5050,50,254.6875,0.129902065
5150,50,254.6875,8.61E-02
5250,50,254.6875,6.30E-02
5350,50,254.6875,4.29E-02
5450,50,254.6875,3.11E-02
5550,50,254.6875,2.18E-02
5650,50,254.6875,1.52E-02
5750,50,254.6875,1.11E-02
5850,50,254.6875,8.85E-03
5950,50,254.6875,7.68E-03
50,150,254.6875,0.450751483
150,150,254.6875,0.353796005
250,150,254.6875,0.182284996
350,150,254.6875,2.12E-02
450,150,254.6875,0
550,150,254.6875,0
650,150,254.6875,0
750,150,254.6875,0
850,150,254.6875,0
950,150,254.6875,0
1050,150,254.6875,1.56E-02
1150,150,254.6875,0.609198034
1250,150,254.6875,1.22406089
1350,150,254.6875,1.64017904
1450,150,254.6875,1.74547875
1550,150,254.6875,1.57058513
1650,150,254.6875,1.1252768
1750,150,254.6875,0.5671134
1850,150,254.6875,0.204866827
1950,150,254.6875,0.263169289
2050,150,254.6875,0.683403134
2150,150,254.6875,1.18286979
2250,150,254.6875,1.61044919
2350,150,254.6875,1.89065313
2450,150,254.6875,1.92281461
2550,150,254.6875,1.63786626
2650,150,254.6875,1.11852849
2750,150,254.6875,0.57186377
2850,150,254.6875,0.242067665
2950,150,254.6875,0.109189354
3050,150,254.6875,8.17E-02
3150,150,254.6875,9.07E-02
3250,150,254.6875,7.87E-02
3350,150,254.6875,3.70E-02
3450,150,254.6875,1.43E-03
3550,150,254.6875,0
3650,150,254.6875,0
3750,150,254.6875,0
3850,150,254.6875,3.71E-02
3950,150,254.6875,0.478859574
4050,150,254.6875,0.99707222
4150,150,254.6875,1.46021771
4250,150,254.6875,1.70441771
4350,150,254.6875,1.74591208
4450,150,254.6875,1.53677344
4550,150,254.6875,1.16019833
4650,150,254.6875,0.75376004
4750,150,254.6875,0.465943694
4850,150,254.6875,0.287596434
4950,150,254.6875,0.193063959
5050,150,254.6875,0.132075682
5150,150,254.6875,9.20E-02
5250,150,254.6875,6.43E-02
5350,150,254.6875,4.78E-02
5450,150,254.6875,3.43E-02
5550,150,254.6875,2.39E-02
5650,150,254.6875,1.64E-02
5750,150,254.6875,1.18E-02
5850,150,254.6875,9.30E-03
5950,150,254.6875,8.07E-03
50,250,254.6875,0.468872488
150,250,254.6875,0.371783495
250,250,254.6875,0.192112923
350,250,254.6875,2.35E-02
450,250,254.6875,0
550,250,254.6875,0
650,250,254.6875,0
750,250,254.6875,0
850,250,254.6875,0
950,250,254.6875,0
1050,250,254.6875,2.67E-02
1150,250,254.6875,0.642340004
1250,250,254.6875,1.27843869
1350,250,254.6875,1.70841908
1450,250,254.6875,1.82550299
1550,250,254.6875,1.63043213
1650,250,254.6875,1.16970301
1750,250,254.6875,0.585142195
1850,250,254.6875,0.216910914
1950,250,254.6875,0.28115195
2050,250,254.6875,0.692614734
2150,250,254.6875,1.24612558
2250,250,254.6875,1.67637229
2350,250,254.6875,1.93846703
2450,250,254.6875,1.99055886
2550,250,254.6875,1.70046163
2650,250,254.6875,1.13787258
2750,250,254.6875,0.591167331
2850,250,254.6875,0.241541877
2950,250,254.6875,0.10405618
3050,250,254.6875,9.00E-02
3150,250,254.6875,9.77E-02
3250,250,254.6875,8.53E-02
3350,250,254.6875,4.14E-02
3450,250,254.6875,1.58E-03
3550,250,254.6875,0
3650,250,254.6875,0
3750,250,254.6875,0
3850,250,254.6875,3.44E-02
3950,250,254.6875,0.502337039
4050,250,254.6875,1.049173
4150,250,254.6875,1.48656535
4250,250,254.6875,1.75999296
4350,250,254.6875,1.80637586
