xcent,ycent,sigma_inv
675.000000,230.566987,4.625859
693.000000,226.768989,4.625859
711.000000,223.316263,4.625859
729.000000,220.258136,4.625859
747.000000,216.854735,4.625859
765.000000,212.267543,4.625859
783.000000,206.595209,4.625859
801.000000,201.958692,4.625859
819.000000,200.577602,4.625859
837.000000,201.416121,4.625859
855.000000,202.698562,4.625859
873.000000,204.030327,4.625859
891.000000,204.770196,4.625859
909.000000,204.868846,4.625859
927.000000,204.276950,4.625859
945.000000,202.649237,4.625859
963.000000,200.281654,4.625859
981.000000,198.949889,4.625859
999.000000,198.703266,4.625859
1017.000000,198.308668,4.625859
1035.000000,198.012720,4.625859
1053.000000,197.914071,4.625859
1071.000000,198.456642,4.625859
1089.000000,200.133680,4.625859
1107.000000,202.501263,4.625859
1125.000000,203.635730,4.625859
1143.000000,203.981002,4.625859
1161.000000,204.770197,4.625859
1179.000000,206.052638,4.625859
1197.000000,207.285754,4.625859
1215.000000,207.433728,4.625859
1233.000000,207.926974,4.625859
1251.000000,209.456038,4.625859
1269.000000,210.491855,4.625859
1287.000000,212.612815,4.625859
1305.000000,216.164190,4.625859
1323.000000,218.235825,4.625859
1341.000000,218.877046,4.625859
1359.000000,219.863539,4.625859
1377.000000,221.343278,4.625859
1395.000000,222.231121,4.625859
1413.000000,222.527069,4.625859
1431.000000,221.787200,4.625859
1449.000000,219.222318,4.625859
1467.000000,217.397306,4.625859
1485.000000,217.446631,4.625859
1503.000000,216.608112,4.625859
1521.000000,215.720268,4.625859
1539.000000,215.276346,4.625859
1557.000000,214.092555,4.625859
1575.000000,212.119569,4.625859
1593.000000,209.110766,4.625859
1611.000000,205.806015,4.625859
1629.000000,203.191808,4.625859
1647.000000,201.909368,4.625859
1665.000000,201.465446,4.625859
1683.000000,201.169498,4.625859
1701.000000,201.070848,4.625859
1719.000000,200.972199,4.545983
1737.000000,200.824225,4.542072
1755.000000,200.725576,4.691912
1773.000000,200.725576,4.957204
1791.000000,201.268147,4.992693
1809.000000,202.797211,4.723585
1827.000000,205.312768,4.443576
1845.000000,207.926974,4.263343
1863.000000,210.195908,4.325959
1881.000000,212.612816,4.193933
1899.000000,214.980399,4.011035
1917.000000,216.854735,3.754138
1935.000000,218.186501,3.753438
1953.000000,219.074344,3.810110
1971.000000,219.764889,3.941511
1989.000000,220.356785,3.912667
2007.000000,220.850031,3.894901
2025.000000,221.491251,3.894901
2043.000000,222.724368,3.894901
2061.000000,223.957484,3.894901
2079.000000,224.302757,3.894901
2097.000000,223.464238,3.894901
2115.000000,222.132472,3.894901
2133.000000,221.836524,3.894901
2151.000000,221.935173,3.894901
2169.000000,219.764889,3.894901
2187.000000,215.079048,3.894901
2205.000000,211.576998,3.894901
2223.000000,210.738479,3.894901
2241.000000,211.281050,3.894901
2259.000000,211.281050,3.894901
2277.000000,210.393207,3.894901
2295.000000,210.639830,3.894901
2313.000000,211.133076,3.894901
2331.000000,208.962792,3.894901
2349.000000,204.967496,3.894901
2367.000000,203.438432,3.844273
2385.000000,204.030327,3.721677
2403.000000,205.312768,3.743803
2421.000000,208.321572,3.630795
2439.000000,210.146584,3.435519
2457.000000,209.061441,3.218926
2475.000000,207.631026,3.177595
2493.000000,207.236429,3.257185
2511.000000,207.335079,3.217972
2529.000000,207.532377,3.217972
2547.000000,207.779000,3.217972
2565.000000,208.124273,3.217972
2583.000000,208.469545,3.217972
2601.000000,208.814818,3.217972
2619.000000,209.160090,3.309641
2637.000000,209.505363,3.395725
2655.000000,209.998610,3.275008
2673.000000,210.393207,3.258290
2691.000000,210.590505,3.459610
2709.000000,210.787803,3.863032
2727.000000,211.478349,3.928811
2745.000000,211.774296,3.836315
2763.000000,211.675647,4.079309
2781.000000,212.020920,4.689221
2799.000000,212.514166,4.828369
2817.000000,213.007412,4.658030
2835.000000,213.549984,4.704205
2853.000000,214.339178,4.796132
2871.000000,215.029723,4.582580
2889.000000,215.473645,4.479676
2907.000000,215.769593,4.542337
2925.000000,215.868243,4.062968
2943.000000,216.065541,3.919438
2961.000000,216.608112,3.340005
2979.000000,217.249332,2.996000
2997.000000,217.890553,3.754116
3015.000000,218.630422,2.665997
3033.000000,219.123669,2.670737
3051.000000,219.172993,2.305133
3069.000000,219.271642,2.605815
3087.000000,219.419616,2.922240
3105.000000,219.715564,2.675626
3123.000000,220.406109,2.617237
3141.000000,222.083147,3.061799
3159.000000,226.423716,3.380047
3177.000000,232.786595,3.632659
3195.000000,238.212306,3.277854
3213.000000,240.481240,3.342784
3231.000000,239.297449,3.485584
3249.000000,236.781892,3.485584
3267.000000,235.400802,3.485584
3285.000000,235.203503,3.485584
3303.000000,235.302152,3.485584
3321.000000,235.400802,3.485584
3339.000000,235.302153,3.485584
3357.000000,234.907555,3.485584
3375.000000,234.315660,3.485584
3393.000000,233.773089,3.485584
3411.000000,234.069036,3.485584
3429.000000,235.844723,3.485584
3447.000000,236.436620,3.485584
3465.000000,236.485944,3.485584
3483.000000,237.768385,3.485584
3501.000000,238.902851,3.485584
3519.000000,239.987994,3.485584
3537.000000,241.418408,3.485584
3555.000000,243.391395,3.485584
3573.000000,245.561679,3.485584
3591.000000,247.534665,3.485584
3609.000000,248.718456,3.485584
3627.000000,249.162378,3.485584
3645.000000,249.211703,3.485584
3663.000000,248.225210,3.485584
3681.000000,246.992094,3.485584
3699.000000,247.041418,3.485584
3717.000000,248.570482,3.485584
3735.000000,251.135364,3.485584
3753.000000,254.094842,3.485584
3771.000000,256.758373,3.485584
3789.000000,258.238113,3.485584
3807.000000,258.879333,3.485584
3825.000000,259.323255,3.485584
3843.000000,259.372579,3.485584
3861.000000,259.076632,3.485584
3879.000000,258.583385,3.485584
3897.000000,257.646217,3.485584
3915.000000,255.969179,3.485584
3933.000000,253.798895,3.485584
3951.000000,251.727260,3.485584
3969.000000,249.951572,3.485584
3987.000000,248.225210,3.485584
4005.000000,246.844120,3.485584
4023.000000,246.597496,3.485584
4041.000000,248.521158,3.485584
4059.000000,251.332662,3.485584
4077.000000,253.256324,3.485584
4095.000000,256.018504,3.485584
4113.000000,260.013800,3.485584
4131.000000,262.874629,3.485584
4149.000000,265.242212,3.485584
4167.000000,269.681431,3.485584
4185.000000,273.824701,3.485584
4203.000000,275.551063,3.485584
4221.000000,276.389582,3.485584
4239.000000,277.474724,3.485584
4257.000000,278.806490,3.485584
4275.000000,279.595684,3.485584
4293.000000,279.151763,3.485584
4311.000000,277.869322,3.485584
4329.000000,278.066620,3.485584
4347.000000,280.088931,3.485584
4365.000000,281.716644,3.485584
4383.000000,283.048409,3.485584
4401.000000,284.922746,3.485584
4419.000000,286.846407,3.555049
4437.000000,286.895732,3.601917
4455.000000,284.380175,3.669920
4473.000000,281.815293,3.685869
4491.000000,282.160566,3.891014
4509.000000,286.895732,3.897420
4527.000000,291.088326,3.957526
4545.000000,292.124144,3.971438
4563.000000,292.716040,3.908758
4581.000000,293.357260,3.928418
4599.000000,293.998481,3.928418
9.000000,187.916701,4.625859
27.000000,192.102775,4.625859
45.000000,196.288849,4.625859
63.000000,200.425674,4.625859
81.000000,203.577542,4.625859
99.000000,206.433921,4.625859
117.000000,209.635036,4.625859
135.000000,212.146680,4.625859
153.000000,213.771862,4.625859
171.000000,213.624118,4.625859
189.000000,211.063226,4.625859
207.000000,208.847070,4.625859
225.000000,212.294424,4.625859
243.000000,218.696655,4.625859
261.000000,224.606405,4.625859
279.000000,230.319165,4.625859
297.000000,234.111255,4.625859
315.000000,235.637941,4.625859
333.000000,234.702231,4.625859
351.000000,232.092090,4.625859
369.000000,230.171421,4.625859
387.000000,230.516157,4.625859
405.000000,232.190586,4.625859
423.000000,237.952593,4.625859
441.000000,244.847303,4.625859
459.000000,248.590145,4.625859
477.000000,251.545020,4.625859
495.000000,253.022458,4.625859
513.000000,252.529979,4.625859
531.000000,250.855550,4.625859
549.000000,248.737889,4.625859
567.000000,246.176997,4.625859
585.000000,243.172873,4.625859
603.000000,239.479279,4.625859
621.000000,235.539445,4.625859
639.000000,232.141338,4.625859
657.000000,228.989471,4.625859
675.000000,225.542116,4.625859
693.000000,221.750026,4.625859
711.000000,218.302671,4.625859
729.000000,215.249300,4.625859
747.000000,211.851193,4.625859
765.000000,207.271136,4.625859
783.000000,201.607625,4.625859
801.000000,196.978319,4.625859
819.000000,195.599378,4.625859
837.000000,196.436593,4.625859
855.000000,197.717039,4.625859
873.000000,199.046732,4.625859
891.000000,199.785451,4.625859
909.000000,199.883947,4.625859
927.000000,199.292972,4.625859
945.000000,197.667790,4.625859
963.000000,195.303890,4.625859
981.000000,193.974196,4.625859
999.000000,193.727957,4.625859
1017.000000,193.333973,4.625859
1035.000000,193.038485,4.625859
1053.000000,192.939989,4.625859
1071.000000,193.481717,4.625859
1089.000000,195.156146,4.625859
1107.000000,197.520047,4.625859
1125.000000,198.652749,4.625859
1143.000000,198.997484,4.625859
1161.000000,199.785451,4.625859
1179.000000,201.065898,4.625859
1197.000000,202.297096,4.625859
1215.000000,202.444839,4.625859
1233.000000,202.937319,4.625859
1251.000000,204.464004,4.625859
1269.000000,205.498210,4.625859
1287.000000,207.615871,4.625859
1305.000000,211.161722,4.625859
1323.000000,213.230135,4.625859
1341.000000,213.870358,4.625859
1359.000000,214.855317,4.625859
1377.000000,216.332754,4.625859
1395.000000,217.219217,4.625859
1413.000000,217.514704,4.625859
1431.000000,216.775986,4.625859
1449.000000,214.215094,4.625859
1467.000000,212.392920,4.625859
1485.000000,212.442168,4.625859
1503.000000,211.604953,4.625859
1521.000000,210.718491,4.625859
1539.000000,210.275260,4.625859
1557.000000,209.093309,4.625859
1575.000000,207.123392,4.625859
1593.000000,204.119269,4.625859
1611.000000,200.819658,4.625859
1629.000000,198.209518,4.625859
1647.000000,196.929072,4.625859
1665.000000,196.485840,4.625859
1683.000000,196.190353,4.625859
1701.000000,196.091857,4.625859
1719.000000,195.993361,4.545983
1737.000000,195.845618,4.572336
1755.000000,195.747121,4.666591
1773.000000,195.747121,5.010325
1791.000000,196.288849,4.931778
1809.000000,197.815534,4.692056
1827.000000,200.327178,4.391419
1845.000000,202.937319,4.255680
1863.000000,205.202723,4.347797
1881.000000,207.615872,4.251684
1899.000000,209.979772,4.002644
1917.000000,211.851193,3.691797
1935.000000,213.180887,3.804268
1953.000000,214.067350,3.882000
1971.000000,214.756821,3.947786
1989.000000,215.347796,3.912667
2007.000000,215.840275,3.894901
2025.000000,216.480498,3.894901
2043.000000,217.711696,3.894901
2061.000000,218.942894,3.894901
2079.000000,219.287629,3.894901
2097.000000,218.450415,3.894901
2115.000000,217.120721,3.894901
2133.000000,216.825233,3.894901
2151.000000,216.923729,3.894901
2169.000000,214.756821,3.894901
2187.000000,210.078268,3.894901
2205.000000,206.581665,3.894901
2223.000000,205.744450,3.894901
2241.000000,206.286177,3.894901
2259.000000,206.286177,3.894901
2277.000000,205.399715,3.894901
2295.000000,205.645954,3.894901
2313.000000,206.138434,3.894901
2331.000000,203.971525,3.894901
2349.000000,199.982443,3.894901
2367.000000,198.455757,3.844273
2385.000000,199.046732,3.721677
2403.000000,200.327178,3.777971
2421.000000,203.331302,3.640023
2439.000000,205.153475,3.437636
2457.000000,204.070020,3.217372
2475.000000,202.641831,3.189590
2493.000000,202.247848,3.256403
2511.000000,202.346343,3.217972
2529.000000,202.543335,3.217972
2547.000000,202.789575,3.217972
2565.000000,203.134310,3.217972
2583.000000,203.479045,3.217972
2601.000000,203.823781,3.217972
2619.000000,204.168517,3.309641
2637.000000,204.513252,3.366825
2655.000000,205.005731,3.337152
2673.000000,205.399715,3.227314
2691.000000,205.596706,3.473506
2709.000000,205.793698,3.813261
2727.000000,206.483169,3.939541
2745.000000,206.778656,3.799997
2763.000000,206.680161,4.279213
2781.000000,207.024896,4.739629
2799.000000,207.517375,4.673250
2817.000000,208.009855,4.682129
2835.000000,208.551582,4.704205
2853.000000,209.339549,4.796132
2871.000000,210.029020,4.663664
2889.000000,210.472251,4.427718
2907.000000,210.767739,4.494612
2925.000000,210.866235,4.093118
2943.000000,211.063226,3.921011
2961.000000,211.604953,3.272317
2979.000000,212.245176,3.110090
2997.000000,212.885399,3.718750
3015.000000,213.624118,2.758620
3033.000000,214.116598,2.693279
3051.000000,214.165846,2.300968
3069.000000,214.264341,2.638936
3087.000000,214.412085,2.977931
3105.000000,214.707572,2.732286
3123.000000,215.397043,2.483281
3141.000000,217.071473,2.878864
3159.000000,221.405291,3.590276
3177.000000,227.758273,3.588003
3195.000000,233.175545,3.230005
3213.000000,235.440949,3.342784
3231.000000,234.258999,3.485584
3249.000000,231.747355,3.485584
3267.000000,230.368413,3.485584
3285.000000,230.171421,3.485584
3303.000000,230.269917,3.485584
3321.000000,230.368413,3.485584
3339.000000,230.269917,3.485584
3357.000000,229.875934,3.485584
3375.000000,229.284959,3.485584
3393.000000,228.743231,3.485584
3411.000000,229.038719,3.485584
3429.000000,230.811644,3.485584
3447.000000,231.402619,3.485584
3465.000000,231.451867,3.485584
3483.000000,232.732313,3.485584
3501.000000,233.865015,3.485584
3519.000000,234.948470,3.485584
3537.000000,236.376660,3.485584
3555.000000,238.346577,3.485584
3573.000000,240.513486,3.485584
3591.000000,242.483403,3.485584
3609.000000,243.665353,3.485584
3627.000000,244.108584,3.485584
3645.000000,244.157832,3.485584
3663.000000,243.172874,3.485584
3681.000000,241.941676,3.485584
3699.000000,241.990923,3.485584
3717.000000,243.517609,3.485584
3735.000000,246.078501,3.485584
3753.000000,249.033377,3.485584
3771.000000,251.692764,3.485584
3789.000000,253.170202,3.485584
3807.000000,253.810426,3.485584
3825.000000,254.253657,3.485584
3843.000000,254.302905,3.485584
3861.000000,254.007417,3.485584
3879.000000,253.514938,3.485584
3897.000000,252.579227,3.485584
3915.000000,250.904798,3.485584
3933.000000,248.737889,3.485584
3951.000000,246.669476,3.485584
3969.000000,244.896551,3.485584
3987.000000,243.172874,3.485584
4005.000000,241.793932,3.485584
4023.000000,241.547692,3.485584
4041.000000,243.468361,3.485584
4059.000000,246.275493,3.485584
4077.000000,248.196162,3.485584
4095.000000,250.954046,3.485584
4113.000000,254.943128,3.485584
4131.000000,257.799507,3.485584
4149.000000,260.163408,3.485584
4167.000000,264.595721,3.485584
4185.000000,268.732547,3.485584
4203.000000,270.456224,3.485584
4221.000000,271.293439,3.485584
4239.000000,272.376893,3.485584
4257.000000,273.706587,3.485584
4275.000000,274.494554,3.485584
4293.000000,274.051322,3.485584
4311.000000,272.770877,3.485584
4329.000000,272.967868,3.485584
4347.000000,274.987033,3.485584
4365.000000,276.612215,3.485584
4383.000000,277.941909,3.485584
4401.000000,279.813330,3.485584
4419.000000,281.733999,3.518703
4437.000000,281.783247,3.580472
4455.000000,279.271603,3.680523
4473.000000,276.710711,3.702130
4491.000000,277.055446,3.863664
4509.000000,281.783247,3.909117
4527.000000,285.969321,3.967043
4545.000000,287.003527,3.984934
4563.000000,287.594502,3.891039
4581.000000,288.234725,3.928418
4599.000000,288.874948,3.928418
9.000000,182.810551,4.625859
27.000000,186.989920,4.625859
45.000000,191.169288,4.625859
63.000000,195.299488,4.625859
81.000000,198.446306,4.625859
99.000000,201.298111,4.625859
117.000000,204.494099,4.625859
135.000000,207.001720,4.625859
153.000000,208.624299,4.625859
171.000000,208.476792,4.625859
189.000000,205.920001,4.625859
207.000000,203.707394,4.625859
225.000000,207.149228,4.625859
243.000000,213.541203,4.625859
261.000000,219.441488,4.625859
279.000000,225.145097,4.625859
297.000000,228.931114,4.625859
315.000000,230.455354,4.625859
333.000000,229.521142,4.625859
351.000000,226.915183,4.625859
369.000000,224.997590,4.625859
387.000000,225.341773,4.625859
405.000000,227.013521,4.625859
423.000000,232.766299,4.625859
441.000000,239.649965,4.625859
459.000000,243.386812,4.625859
477.000000,246.336955,4.625859
495.000000,247.812027,4.625859
513.000000,247.320336,4.625859
531.000000,245.648589,4.625859
549.000000,243.534320,4.625859
567.000000,240.977530,4.625859
585.000000,237.978218,4.625859
603.000000,234.290540,4.625859
621.000000,230.357016,4.625859
639.000000,226.964352,4.625859
657.000000,223.817533,4.625859
675.000000,220.375700,4.625859
693.000000,216.589684,4.625859
711.000000,213.147851,4.625859
729.000000,210.099370,4.625859
747.000000,206.706706,4.625859
765.000000,202.133985,4.625859
783.000000,196.479545,4.625859
801.000000,191.857654,4.625859
819.000000,190.480921,4.625859
837.000000,191.316795,4.625859
855.000000,192.595190,4.625859
873.000000,193.922755,4.625859
891.000000,194.660290,4.625859
909.000000,194.758628,4.625859
927.000000,194.168600,4.625859
945.000000,192.546021,4.625859
963.000000,190.185907,4.625859
981.000000,188.858343,4.625859
999.000000,188.612498,4.625859
1017.000000,188.219145,4.625859
1035.000000,187.924131,4.625859
1053.000000,187.825793,4.625859
1071.000000,188.366653,4.625859
1089.000000,190.038400,4.625859
1107.000000,192.398514,4.625859
1125.000000,193.529402,4.625859
1143.000000,193.873585,4.625859
1161.000000,194.660290,4.625859
1179.000000,195.938686,4.625859
1197.000000,197.167912,4.625859
1215.000000,197.315418,4.625859
1233.000000,197.807109,4.625859
1251.000000,199.331349,4.625859
1269.000000,200.363899,4.625859
1287.000000,202.478168,4.625859
1305.000000,206.018339,4.625859
1323.000000,208.083439,4.625859
1341.000000,208.722637,4.625859
1359.000000,209.706018,4.625859
1377.000000,211.181089,4.625859
1395.000000,212.066132,4.625859
1413.000000,212.361146,4.625859
1431.000000,211.623611,4.625859
1449.000000,209.066820,4.625859
1467.000000,207.247565,4.625859
1485.000000,207.296735,4.625859
1503.000000,206.460861,4.625859
1521.000000,205.575818,4.625859
1539.000000,205.133297,4.625859
1557.000000,203.953240,4.625859
1575.000000,201.986478,4.625859
1593.000000,198.987166,4.625859
1611.000000,195.692840,4.625859
1629.000000,193.086881,4.625859
1647.000000,191.808486,4.625859
1665.000000,191.365964,4.625859
1683.000000,191.070950,4.625859
1701.000000,190.972612,4.625859
1719.000000,190.874274,4.545983
1737.000000,190.726767,4.574615
1755.000000,190.628429,4.743774
1773.000000,190.628429,5.071842
1791.000000,191.169288,4.905834
1809.000000,192.693528,4.679140
1827.000000,195.201150,4.321151
1845.000000,197.807109,4.275413
1863.000000,200.068885,4.356725
1881.000000,202.478168,4.326366
1899.000000,204.838282,3.933116
1917.000000,206.706706,3.679206
1935.000000,208.034270,3.817306
1953.000000,208.919313,3.909818
1971.000000,209.607680,3.942101
1989.000000,210.197708,3.894901
2007.000000,210.689399,3.894901
2025.000000,211.328596,3.894901
2043.000000,212.557822,3.894901
2061.000000,213.787048,3.894901
2079.000000,214.131232,3.894901
2097.000000,213.295358,3.894901
2115.000000,211.967794,3.894901
2133.000000,211.672779,3.894901
2151.000000,211.771118,3.894901
2169.000000,209.607680,3.894901
2187.000000,204.936620,3.894901
2205.000000,201.445619,3.894901
2223.000000,200.609745,3.894901
2241.000000,201.150604,3.894901
2259.000000,201.150604,3.894901
2277.000000,200.265561,3.894901
2295.000000,200.511406,3.894901
2313.000000,201.003097,3.894901
2331.000000,198.839659,3.894901
2349.000000,194.856967,3.894901
2367.000000,193.332726,3.844273
2385.000000,193.922754,3.725483
2403.000000,195.201149,3.723465
2421.000000,198.200461,3.666245
2439.000000,200.019716,3.411646
2457.000000,198.937997,3.222516
2475.000000,197.512095,3.200076
2493.000000,197.118742,3.256403
2511.000000,197.217081,3.217972
2529.000000,197.413757,3.217972
2547.000000,197.659602,3.217972
2565.000000,198.003785,3.217972
2583.000000,198.347968,3.217972
2601.000000,198.692152,3.217972
2619.000000,199.036335,3.309242
2637.000000,199.380518,3.368667
2655.000000,199.872209,3.356482
2673.000000,200.265561,3.239221
2691.000000,200.462237,3.484720
2709.000000,200.658914,3.787441
2727.000000,201.347280,3.970595
2745.000000,201.642294,3.857229
2763.000000,201.543957,4.195167
2781.000000,201.888139,4.621323
2799.000000,202.379830,4.662777
2817.000000,202.871521,4.711118
2835.000000,203.412380,4.686256
2853.000000,204.199085,4.796132
2871.000000,204.887451,4.663664
2889.000000,205.329973,4.427718
2907.000000,205.624987,4.516957
2925.000000,205.723325,4.240269
2943.000000,205.920001,3.890640
2961.000000,206.460861,3.389398
2979.000000,207.100058,3.096050
2997.000000,207.739256,3.781948
3015.000000,208.476791,2.820370
3033.000000,208.968482,2.597777
3051.000000,209.017651,2.277723
3069.000000,209.115989,2.590930
3087.000000,209.263497,2.960129
3105.000000,209.558510,2.616981
3123.000000,210.246877,2.368509
3141.000000,211.918625,2.906774
3159.000000,216.245500,3.440287
3177.000000,222.588307,3.462136
3195.000000,227.996902,3.189355
3213.000000,230.258678,3.342784
3231.000000,229.078621,3.485584
3249.000000,226.571000,3.485584
3267.000000,225.194266,3.485584
3285.000000,224.997591,3.485584
3303.000000,225.095929,3.485584
3321.000000,225.194267,3.485584
3339.000000,225.095928,3.485584
3357.000000,224.702576,3.485584
3375.000000,224.112548,3.485584
3393.000000,223.571688,3.485584
3411.000000,223.866702,3.485584
3429.000000,225.636788,3.485584
3447.000000,226.226816,3.485584
3465.000000,226.275985,3.485584
3483.000000,227.554381,3.485584
3501.000000,228.685269,3.485584
3519.000000,229.766988,3.485584
3537.000000,231.192890,3.485584
3555.000000,233.159652,3.485584
3573.000000,235.323090,3.485584
3591.000000,237.289851,3.485584
3609.000000,238.469908,3.485584
3627.000000,238.912430,3.485584
3645.000000,238.961599,3.485584
3663.000000,237.978218,3.485584
3681.000000,236.748992,3.485584
3699.000000,236.798161,3.485584
3717.000000,238.322401,3.485584
3735.000000,240.879191,3.485584
3753.000000,243.829334,3.485584
3771.000000,246.484462,3.485584
3789.000000,247.959534,3.485584
3807.000000,248.598731,3.485584
3825.000000,249.041253,3.485584
3843.000000,249.090422,3.485584
3861.000000,248.795408,3.485584
3879.000000,248.303717,3.485584
3897.000000,247.369505,3.485584
3915.000000,245.697758,3.485584
3933.000000,243.534320,3.485584
3951.000000,241.469220,3.485584
3969.000000,239.699135,3.485584
3987.000000,237.978218,3.485584
4005.000000,236.601485,3.485584
4023.000000,236.355640,3.485584
4041.000000,238.273233,3.485584
4059.000000,241.075868,3.485584
4077.000000,242.993461,3.485584
4095.000000,245.746927,3.485584
4113.000000,249.729619,3.485584
4131.000000,252.581424,3.485584
4149.000000,254.941538,3.485584
4167.000000,259.366752,3.485584
4185.000000,263.496952,3.485584
4203.000000,265.217869,3.485584
4221.000000,266.053742,3.485584
4239.000000,267.135461,3.485584
4257.000000,268.463025,3.485584
4275.000000,269.249730,3.485584
4293.000000,268.807209,3.485584
4311.000000,267.528813,3.485584
4329.000000,267.725489,3.485584
4347.000000,269.741420,3.485584
4365.000000,271.363999,3.485584
4383.000000,272.691563,3.485584
4401.000000,274.559987,3.485584
4419.000000,276.477579,3.520413
4437.000000,276.526748,3.559527
4455.000000,274.019127,3.702569
4473.000000,271.462337,3.627969
4491.000000,271.806520,3.887328
4509.000000,276.526748,3.909848
4527.000000,280.706117,3.962953
4545.000000,281.738667,3.973603
4563.000000,282.328695,3.905855
4581.000000,282.967893,3.928418
4599.000000,283.607091,3.928418
9.000000,177.564505,4.625859
27.000000,181.736986,4.625859
45.000000,185.909466,4.625859
63.000000,190.032858,4.625859
81.000000,193.174490,4.625859
99.000000,196.021594,4.625859
117.000000,199.212314,4.625859
135.000000,201.715802,4.625859
153.000000,203.335706,4.625859
171.000000,203.188442,4.625859
189.000000,200.635866,4.625859
207.000000,198.426906,4.625859
225.000000,201.863066,4.625859
243.000000,208.244506,4.625859
261.000000,214.135066,4.625859
279.000000,219.829275,4.625859
297.000000,223.609051,4.625859
315.000000,225.130779,4.625859
333.000000,224.198107,4.625859
351.000000,221.596443,4.625859
369.000000,219.682010,4.625859
387.000000,220.025626,4.625859
405.000000,221.694619,4.625859
423.000000,227.437915,4.625859
441.000000,234.310235,4.625859
459.000000,238.040923,4.625859
477.000000,240.986203,4.625859
495.000000,242.458844,4.625859
513.000000,241.967963,4.625859
531.000000,240.298971,4.625859
549.000000,238.188187,4.625859
567.000000,235.635611,4.625859
585.000000,232.641243,4.625859
603.000000,228.959643,4.625859
621.000000,225.032603,4.625859
639.000000,221.645531,4.625859
657.000000,218.503899,4.625859
675.000000,215.067738,4.625859
693.000000,211.287962,4.625859
711.000000,207.851802,4.625859
729.000000,204.808346,4.625859
747.000000,201.421274,4.625859
765.000000,196.856090,4.625859
783.000000,191.210970,4.625859
801.000000,186.596698,4.625859
819.000000,185.222234,4.625859
837.000000,186.056730,4.625859
855.000000,187.333018,4.625859
873.000000,188.658394,4.625859
891.000000,189.394714,4.625859
909.000000,189.492890,4.625859
927.000000,188.903834,4.625859
945.000000,187.283930,4.625859
963.000000,184.927706,4.625859
981.000000,183.602330,4.625859
999.000000,183.356890,4.625859
1017.000000,182.964185,4.625859
1035.000000,182.669657,4.625859
1053.000000,182.571482,4.625859
1071.000000,183.111450,4.625859
1089.000000,184.780442,4.625859
1107.000000,187.136666,4.625859
1125.000000,188.265690,4.625859
1143.000000,188.609306,4.625859
1161.000000,189.394714,4.625859
1179.000000,190.671002,4.625859
1197.000000,191.898202,4.625859
1215.000000,192.045466,4.625859
1233.000000,192.536346,4.625859
1251.000000,194.058074,4.625859
1269.000000,195.088922,4.625859
1287.000000,197.199706,4.625859
1305.000000,200.734042,4.625859
1323.000000,202.795738,4.625859
1341.000000,203.433882,4.625859
1359.000000,204.415642,4.625859
1377.000000,205.888282,4.625859
1395.000000,206.771866,4.625859
1413.000000,207.066394,4.625859
1431.000000,206.330075,4.625859
1449.000000,203.777498,4.625859
1467.000000,201.961242,4.625859
1485.000000,202.010330,4.625859
1503.000000,201.175834,4.625859
1521.000000,200.292250,4.625859
1539.000000,199.850458,4.625859
1557.000000,198.672346,4.625859
1575.000000,196.708826,4.625859
1593.000000,193.714458,4.625859
1611.000000,190.425562,4.625859
1629.000000,187.823898,4.625859
1647.000000,186.547610,4.625859
1665.000000,186.105818,4.625859
1683.000000,185.811289,4.625859
1701.000000,185.713114,4.601907
1719.000000,185.614938,4.545983
1737.000000,185.467674,4.508260
1755.000000,185.369498,4.720800
1773.000000,185.369498,5.048735
1791.000000,185.909466,4.943187
1809.000000,187.431194,4.764594
1827.000000,189.934682,4.322037
1845.000000,192.536346,4.347539
1863.000000,194.794394,4.356902
1881.000000,197.199706,4.164521
1899.000000,199.555930,3.941641
1917.000000,201.421274,3.670157
1935.000000,202.746650,3.842850
1953.000000,203.630235,3.921890
1971.000000,204.317466,3.934298
1989.000000,204.906522,3.894901
2007.000000,205.397403,3.894901
2025.000000,206.035547,3.894901
2043.000000,207.262746,3.894901
2061.000000,208.489946,3.894901
2079.000000,208.833562,3.894901
2097.000000,207.999066,3.894901
2115.000000,206.673690,3.894901
2133.000000,206.379162,3.894901
2151.000000,206.477339,3.894901
2169.000000,204.317466,3.894901
2187.000000,199.654106,3.894901
2205.000000,196.168859,3.894901
2223.000000,195.334363,3.894901
2241.000000,195.874330,3.894901
2259.000000,195.874330,3.894901
2277.000000,194.990746,3.894901
2295.000000,195.236186,3.894901
2313.000000,195.727066,3.894901
2331.000000,193.567194,3.894901
2349.000000,189.591066,3.894901
2367.000000,188.069338,3.849640
2385.000000,188.658394,3.724687
2403.000000,189.934682,3.699979
2421.000000,192.929050,3.682339
2439.000000,194.745306,3.394815
2457.000000,193.665370,3.220951
2475.000000,192.241818,3.203595
2493.000000,191.849114,3.256403
2511.000000,191.947290,3.217972
2529.000000,192.143642,3.217972
2547.000000,192.389082,3.217972
2565.000000,192.732698,3.217972
2583.000000,193.076314,3.217972
2601.000000,193.419930,3.217972
2619.000000,193.763546,3.297468
2637.000000,194.107162,3.345034
2655.000000,194.598042,3.388858
2673.000000,194.990746,3.235878
2691.000000,195.187098,3.490347
2709.000000,195.383450,3.870954
2727.000000,196.070682,3.957061
2745.000000,196.365210,3.739618
2763.000000,196.267034,4.175470
