xcent,ycent,sigma_inv
2205.000000,246.473972,3.894901
2223.000000,245.626342,3.894901
2241.000000,246.174809,3.894901
2259.000000,246.174809,3.894901
2277.000000,245.277318,3.894901
2295.000000,245.526621,3.894901
2313.000000,246.025227,3.894901
2331.000000,243.831360,3.894901
2349.000000,239.792651,3.894901
2367.000000,238.246972,3.838655
2385.000000,238.845300,3.737662
2403.000000,240.141675,3.627849
2421.000000,243.183172,3.599630
2439.000000,245.028015,3.393371
2457.000000,243.931081,3.223324
2475.000000,242.485124,3.275971
2493.000000,242.086239,3.228664
2511.000000,242.185960,3.217972
2529.000000,242.385403,3.217972
2547.000000,242.634705,3.217972
2565.000000,242.983730,3.217972
2583.000000,243.332754,3.217972
2601.000000,243.681778,3.217972
2619.000000,244.030803,3.280097
2637.000000,244.379827,3.398023
2655.000000,244.878433,3.325306
2673.000000,245.277318,3.211500
2691.000000,245.476760,3.401555
2709.000000,245.676202,3.766725
2727.000000,246.374251,3.901262
2745.000000,246.673415,3.920685
2763.000000,246.573693,4.328906
2781.000000,246.922718,4.436437
2799.000000,247.421324,4.682720
2817.000000,247.919930,4.723717
2835.000000,248.468397,4.688490
2853.000000,249.266166,4.796132
2871.000000,249.964215,4.587706
2889.000000,250.412960,4.461643
2907.000000,250.712124,4.276339
2925.000000,250.811845,4.025399
2943.000000,251.011287,3.763800
2961.000000,251.559754,3.311926
2979.000000,252.207942,3.413073
2997.000000,252.856130,3.203222
3015.000000,253.604039,2.603581
3033.000000,254.102645,2.324984
3051.000000,254.152506,2.510922
3069.000000,254.252227,2.692037
3087.000000,254.401808,2.540647
3105.000000,254.700972,2.715385
3123.000000,255.399021,3.205523
3141.000000,257.094281,3.558603
3159.000000,261.482015,3.220024
3177.000000,267.914033,3.368461
3195.000000,273.398700,3.264590
3213.000000,275.692288,3.485584
3231.000000,274.495634,3.485584
3249.000000,271.952743,3.485584
3267.000000,270.556646,3.485584
3285.000000,270.357203,3.485584
3303.000000,270.456924,3.485584
3321.000000,270.556646,3.485584
3339.000000,270.456924,3.485584
3357.000000,270.058039,3.485584
3375.000000,269.459712,3.485584
3393.000000,268.911246,3.485584
3411.000000,269.210409,3.485584
3429.000000,271.005391,3.485584
3447.000000,271.603718,3.485584
3465.000000,271.653579,3.485584
3483.000000,272.949955,3.485584
3501.000000,274.096749,3.485584
3519.000000,275.193682,3.485584
3537.000000,276.639639,3.485584
3555.000000,278.634064,3.485584
3573.000000,280.827931,3.485584
3591.000000,282.822355,3.485584
3609.000000,284.019009,3.485584
3627.000000,284.467755,3.485584
3645.000000,284.517615,3.485584
3663.000000,283.520403,3.485584
3681.000000,282.273888,3.485584
3699.000000,282.323749,3.485584
3717.000000,283.869427,3.485584
3735.000000,286.462179,3.485584
3753.000000,289.453816,3.485584
3771.000000,292.146288,3.485584
3789.000000,293.642107,3.485584
3807.000000,294.290294,3.485584
3825.000000,294.739040,3.485584
3843.000000,294.788901,3.485584
3861.000000,294.489737,3.485584
3879.000000,293.991131,3.485584
3897.000000,293.043779,3.485584
3915.000000,291.348518,3.485584
3933.000000,289.154652,3.485584
3951.000000,287.060506,3.485584
3969.000000,285.265524,3.485584
3987.000000,283.520403,3.485584
4005.000000,282.124306,3.485584
4023.000000,281.875003,3.485584
4041.000000,283.819567,3.485584
4059.000000,286.661621,3.485584
4077.000000,288.606185,3.485584
4095.000000,291.398379,3.485584
4113.000000,295.437088,3.485584
4131.000000,298.329003,3.485584
4149.000000,300.722313,3.485584
4167.000000,305.209767,3.485584
4185.000000,309.398058,3.485584
4203.000000,311.143179,3.485584
4221.000000,311.990810,3.485584
4239.000000,313.087743,3.485584
4257.000000,314.433980,3.485584
4275.000000,315.231749,3.485584
4293.000000,314.783004,3.485584
4311.000000,313.486628,3.485584
4329.000000,313.686070,3.485584
4347.000000,315.730355,3.485584
4365.000000,317.375755,3.485584
4383.000000,318.721992,3.485584
4401.000000,320.616695,3.485584
4419.000000,322.561259,3.485584
4437.000000,322.611119,3.485037
4455.000000,320.068228,3.626668
4473.000000,317.475477,3.733986
4491.000000,317.824501,3.883042
4509.000000,322.611119,3.830106
4527.000000,326.849271,3.889851
4545.000000,327.896344,3.925009
4563.000000,328.494670,3.936737
4581.000000,329.142858,3.928418
4599.000000,329.791046,3.928418
9.000000,223.729702,4.625859
27.000000,227.962802,4.625859
45.000000,232.195902,4.625859
63.000000,236.379201,4.625859
81.000000,239.566477,4.625859
99.000000,242.454945,4.625859
117.000000,245.692021,4.625859
135.000000,248.231881,4.625859
153.000000,249.875320,4.625859
171.000000,249.725916,4.625859
189.000000,247.136255,4.625859
207.000000,244.895202,4.625859
225.000000,248.381285,4.625859
243.000000,254.855437,4.625859
261.000000,260.831579,4.625859
279.000000,266.608515,4.625859
297.000000,270.443206,4.625859
315.000000,271.987042,4.625859
333.000000,271.040820,4.625859
351.000000,268.401358,4.625859
369.000000,266.459112,4.625859
387.000000,266.807720,4.625859
405.000000,268.500959,4.625859
423.000000,274.327697,4.625859
441.000000,281.299862,4.625859
459.000000,285.084751,4.625859
477.000000,288.072822,4.625859
495.000000,289.566857,4.625859
513.000000,289.068845,4.625859
531.000000,287.375605,4.625859
549.000000,285.234155,4.625859
567.000000,282.644493,4.625859
585.000000,279.606622,4.625859
603.000000,275.871534,4.625859
621.000000,271.887440,4.625859
639.000000,268.451159,4.625859
657.000000,265.263883,4.625859
675.000000,261.777801,4.625859
693.000000,257.943110,4.625859
711.000000,254.457028,4.625859
729.000000,251.369355,4.625859
747.000000,247.933074,4.625859
765.000000,243.301564,4.625859
783.000000,237.574430,4.625859
801.000000,232.893119,4.625859
819.000000,231.498686,4.625859
837.000000,232.345306,4.625859
855.000000,233.640136,4.625859
873.000000,234.984768,4.625859
891.000000,235.731786,4.625859
909.000000,235.831389,4.625859
927.000000,235.233774,4.625859
945.000000,233.590335,4.625859
963.000000,231.199879,4.625859
981.000000,229.855247,4.625859
999.000000,229.606241,4.625859
1017.000000,229.207832,4.625859
1035.000000,228.909025,4.625859
1053.000000,228.809422,4.625859
1071.000000,229.357236,4.625859
1089.000000,231.050476,4.625859
1107.000000,233.440932,4.625859
1125.000000,234.586359,4.625859
1143.000000,234.934967,4.625859
1161.000000,235.731786,4.625859
1179.000000,237.026617,4.625859
1197.000000,238.271646,4.625859
1215.000000,238.421050,4.625859
1233.000000,238.919061,4.625859
1251.000000,240.462898,4.625859
1269.000000,241.508722,4.625859
1287.000000,243.650173,4.625859
1305.000000,247.235858,4.625859
1323.000000,249.327507,4.625859
1341.000000,249.974922,4.625859
1359.000000,250.970946,4.625859
1377.000000,252.464981,4.625859
1395.000000,253.361402,4.625859
1413.000000,253.660209,4.625859
1431.000000,252.913191,4.625859
1449.000000,250.323530,4.625859
1467.000000,248.480887,4.625859
1485.000000,248.530688,4.625859
1503.000000,247.684068,4.625859
1521.000000,246.787647,4.625859
1539.000000,246.339436,4.625859
1557.000000,245.144208,4.625859
1575.000000,243.152161,4.625859
1593.000000,240.114289,4.625859
1611.000000,236.777611,4.625859
1629.000000,234.138148,4.625859
1647.000000,232.843318,4.625859
1665.000000,232.395107,4.625859
1683.000000,232.096300,4.625859
1701.000000,231.996698,4.625859
1719.000000,231.897096,4.625859
1737.000000,231.747692,4.584153
1755.000000,231.648089,4.549842
1773.000000,231.648089,4.737042
1791.000000,232.195902,4.818552
1809.000000,233.739739,4.687060
1827.000000,236.279599,4.524793
1845.000000,238.919061,4.500151
1863.000000,241.209915,4.277051
1881.000000,243.650173,4.226421
1899.000000,246.040629,4.080270
1917.000000,247.933074,3.947033
1935.000000,249.277706,3.670334
1953.000000,250.174127,3.772912
1971.000000,250.871343,3.838822
1989.000000,251.468957,3.938080
2007.000000,251.966969,3.894901
2025.000000,252.614384,3.894901
2043.000000,253.859414,3.894901
2061.000000,255.104443,3.894901
2079.000000,255.453051,3.894901
2097.000000,254.606432,3.894901
2115.000000,253.261800,3.894901
