%% x, y, z, Ex.real, Ex.imag, Ey.real, Ey.imag, Ez.real, Ez.imag, Hx.real, Hx.imag, Hy.real, Hy.imag, Hz.real, Hz.imag 
7.500000e+02 , 4.000000e+02 , 9.500000e+02 , -1.786752e-09 , 4.898243e-10 , -9.962862e-10 , 5.881973e-10 , -1.701998e-11 , 4.012613e-12 , 1.463228e-09 , -1.970892e-09 , -6.469915e-09 , 3.119654e-09 , -6.045607e-09 , 1.272435e-08
7.500000e+02 , 4.000000e+02 , 1.050000e+03 , -1.695058e-09 , 4.909195e-10 , -9.849410e-10 , 5.181308e-10 , -6.472332e-10 , 2.361967e-10 , -2.504909e-09 , 2.959535e-10 , 1.655945e-09 , 8.541080e-10 , -4.494539e-09 , 1.090678e-08
-7.500000e+02 , 6.000000e+02 , 5.000000e+01 , 1.051097e-07 , -5.495576e-09 , 2.928839e-08 , -3.826205e-09 , 1.245705e-07 , -3.890702e-10 , -6.756662e-08 , 6.031799e-09 , 1.907118e-07 , -1.171109e-08 , 2.322886e-08 , -5.268261e-09
-7.500000e+02 , 6.000000e+02 , 1.500000e+02 , 1.268100e-07 , -1.251847e-08 , 4.096373e-08 , -6.269824e-09 , 1.128985e-08 , -1.632617e-10 , -4.409452e-08 , 3.427610e-09 , 1.313927e-07 , -7.939561e-09 , 2.177642e-08 , -5.959566e-09
-7.500000e+02 , 6.000000e+02 , 2.500000e+02 , 1.292168e-07 , -1.542711e-08 , 4.231805e-08 , -7.202416e-09 , 3.268639e-09 , -3.325531e-11 , -1.464485e-09 , -2.889026e-09 , 1.278078e-08 , 4.078826e-09 , 1.963125e-08 , -5.988962e-09
-7.500000e+02 , 6.000000e+02 , 3.500000e+02 , 1.272731e-07 , -1.403097e-08 , 4.201609e-08 , -6.583771e-09 , -3.451461e-08 , 3.366010e-09 , 2.097050e-08 , -5.981916e-09 , -4.566821e-08 , 9.794217e-09 , 1.710151e-08 , -5.438772e-09
-7.500000e+02 , 6.000000e+02 , 4.500000e+02 , 1.215790e-07 , -1.200707e-08 , 4.032477e-08 , -5.649135e-09 , -4.101329e-08 , 3.512295e-09 , 2.245225e-08 , -5.560875e-09 , -4.267204e-08 , 8.277588e-09 , 1.433087e-08 , -4.905339e-09
-7.500000e+02 , 6.000000e+02 , 5.500000e+02 , 8.831957e-08 , -9.054046e-09 , 2.894125e-08 , -4.398918e-09 , -4.394157e-07 , 3.553718e-08 , 2.304387e-08 , -5.027183e-09 , -3.914755e-08 , 6.758175e-09 , 1.153531e-08 , -4.497015e-09
-7.500000e+02 , 6.000000e+02 , 6.500000e+02 , 2.814773e-08 , -5.240478e-09 , 8.214603e-09 , -2.885083e-09 , -4.414221e-07 , 3.559305e-08 , 2.286235e-08 , -4.411683e-09 , -3.499970e-08 , 5.208465e-09 , 8.858390e-09 , -4.233002e-09
-7.500000e+02 , 6.000000e+02 , 7.500000e+02 , -1.929444e-09 , -2.749797e-09 , -2.090114e-09 , -1.689156e-09 , -3.796105e-09 , 3.577348e-10 , 2.222078e-08 , -4.146050e-09 , -3.149770e-08 , 4.282953e-09 , 6.367767e-09 , -4.106098e-09
-7.500000e+02 , 6.000000e+02 , 8.500000e+02 , -2.252897e-09 , -1.538215e-09 , -2.092178e-09 , -8.233269e-10 , -3.648417e-09 , 4.097335e-10 , 2.125568e-08 , -4.000993e-09 , -2.855496e-08 , 3.598587e-09 , 4.106297e-09 , -4.055728e-09
-7.500000e+02 , 6.000000e+02 , 9.500000e+02 , -2.327531e-09 , -5.532989e-10 , -2.007817e-09 , -9.483141e-11 , -6.507418e-11 , 1.089566e-11 , 1.053220e-08 , -4.696778e-09 , -1.493586e-08 , 6.069014e-09 , 2.235687e-09 , -3.973146e-09
