lon,lat,grav,elev
102.5708842,24.32383875,978497.879,1659.459
102.5708842,24.32950833,978497.879,1659.459
102.5708842,24.33517792,978497.879,1659.459
102.5708842,24.3408475,978497.879,1659.459
102.5708842,24.34651708,978497.879,1659.459
102.5708842,24.35218667,978500.433,1644.19
102.5708842,24.35785625,978498.481,1647.668
102.5708842,24.36352583,978498.481,1647.668
102.5708842,24.36919542,978498.481,1647.668
102.5708842,24.374865,978499.314,1635.497
102.5708842,24.38053458,978499.473,1635.363
102.5708842,24.38620417,978497.527,1651.111
102.5708842,24.39187375,978497.527,1651.111
102.5708842,24.39754333,978499.102,1639.388
102.5708842,24.40321292,978499.046,1638.499
102.5708842,24.4088825,978492.866,1656.231
102.5708842,24.41455208,978492.399,1655.37
102.5708842,24.42022167,978492.129,1655.734
102.5708842,24.42589125,978491.925,1655.385
102.5708842,24.43156083,978491.261,1671.279
102.5708842,24.43723042,978491.902,1676.861
102.5708842,24.4429,978491.902,1676.861
102.57667,24.30683,978497.57,1656.486
102.57667,24.31249958,978497.879,1659.459
102.57667,24.31816917,978497.879,1659.459
102.57667,24.32383875,978497.879,1659.459
102.57667,24.32950833,978497.879,1659.459
102.57667,24.33517792,978497.879,1659.459
102.57667,24.3408475,978497.879,1659.459
102.57667,24.34651708,978497.879,1659.459
102.57667,24.35218667,978498.481,1647.668
102.57667,24.35785625,978498.481,1647.668
102.57667,24.36352583,978498.481,1647.668
102.57667,24.36919542,978498.481,1647.668
102.57667,24.374865,978495.784,1665.342
102.57667,24.38053458,978495.784,1665.342
102.57667,24.38620417,978495.784,1665.342
102.57667,24.39187375,978495.784,1665.342
102.57667,24.39754333,978495.784,1665.342
102.57667,24.40321292,978492.866,1656.231
102.57667,24.4088825,978492.866,1656.231
102.57667,24.41455208,978492.866,1656.231
102.57667,24.42022167,978492.866,1656.231
102.57667,24.42589125,978492.684,1655.631
102.57667,24.43156083,978491.902,1676.861
102.57667,24.43723042,978491.902,1676.861
102.57667,24.4429,978491.902,1676.861
