x,y,z,data,xderiv,yderiv,zderiv
-5000.0,2575.757575757576,-150.0,-3.6371527096136864,-0.002440910714666163,0.0008281315701246397,0.002294494467062643
-5000.0,2676.7676767676767,-150.0,-3.5542632892235644,-0.0023367813636875,0.0008126890855075959,0.0021739674974474345
-5000.0,2777.7777777777774,-150.0,-3.4729730963798287,-0.00223719523956132,0.0007965500416225305,0.0020686067731201657
-5000.0,2878.787878787879,-150.0,-3.3933440888957804,-0.002142054212647316,0.0007798749242748859,0.001961472695160369
-5000.0,2979.7979797979797,-150.0,-3.3154226066273265,-0.002051239786524653,0.0007628120342177378,0.001869859941452695
-5000.0,3080.8080808080813,-150.0,-3.239240647639672,-0.0019646170804164063,0.0007454967638506184,0.001775315079208143
-5000.0,3181.818181818182,-150.0,-3.1648171997888177,-0.0018820385153258813,0.0007280512057135106,0.001696766395720136
-5000.0,3282.8282828282827,-150.0,-3.0921595959803767,-0.0018033471779589456,0.0007105840560600825,0.0016139504878112457
-5000.0,3383.8383838383834,-150.0,-3.0212648652312253,-0.0017283798473682113,0.0006931907745621053,0.001547814178271734
-5000.0,3484.848484848484,-150.0,-2.9521210556648,-0.001656969678764747,0.0006759539604860653,0.001475894409525197
-5000.0,3585.8585858585866,-150.0,-2.8847085095774747,-0.0015889485470749047,0.0006589439062423271,0.0014216547626900115
-5000.0,3686.8686868686873,-150.0,-2.819001074605744,-0.0015241490595911866,0.0006422192907913711,0.0013599107789218686
-5000.0,3787.878787878788,-150.0,-2.754967238710531,-0.00146240625252523,0.0006258279777682677,0.0013173125798953272
-5000.0,3888.8888888888887,-150.0,-2.692571180107104,-0.0014035589904988438,0.00060980788614242,0.0012652375476209145
-5000.0,3989.8989898989894,-150.0,-2.631773726358527,-0.0013474510911007415,0.0005941879045726588,0.001234468229520655
-5000.0,4090.90909090909,-150.0,-2.572533219587375,-0.0012939321987056752,0.0005789888241781934,0.0011919201404901741
-5000.0,4191.919191919193,-150.0,-2.514806287130609,-0.0012428584329168596,0.0005642242680811304,0.0011739428774354323
-5000.0,4292.929292929293,-150.0,-2.4585485189649243,-0.001194092837378679,0.0005499015996657109,0.001141434684875829
-5000.0,4393.939393939394,-150.0,-2.40371505487491,-0.0011475056544344715,0.0005360227949468186,0.0011387597395861523
-5000.0,4494.949494949495,-150.0,-2.3502610856423347,-0.0011029744502981695,0.0005225852676720201,0.0011181682869809582
-5000.0,4595.959595959595,-150.0,-2.298142273527027,-0.0010603841141779663,0.0005095826387441241,0.0011372491669292654
-5000.0,4696.969696969696,-150.0,-2.247315098017259,-0.0010196267532446308,0.0004970054442098765,0.0011341236410893703
-5000.0,4797.979797979799,-150.0,-2.1977371332826077,-0.0009806015035683949,0.00048484177839466157,0.0011974413603603692
-5000.0,4898.989898989899,-150.0,-2.1493672639981356,-0.0009432142752433412,0.000473077870769034,0.001233045551215026
-5000.0,5000.0,-150.0,-2.1021658462585604,-0.0009073774479477496,0.000473077870769034,0.0016041348087953932
-4898.989898989899,-5000.0,-150.0,-3.634750030582238,-0.0019083212626873616,-0.0010004771178749288,0.002087338351242641
-4898.989898989899,-4898.989898989899,-150.0,-3.7349363139503113,-0.0020069772587961595,-0.0010004771178749288,0.0014218905245622945
-4898.989898989899,-4797.979797979798,-150.0,-3.8368666200519206,-0.0021100783984059042,-0.0010171771904398052,0.0013395737445665097
-4898.989898989899,-4696.969696969697,-150.0,-3.9404266554533023,-0.002217687698075565,-0.0010326606996916255,0.0012951300903873125
-4898.989898989899,-4595.959595959596,-150.0,-4.045484943221946,-0.002329846892384491,-0.0010467536118509524,0.0012909595873043253
-4898.989898989899,-4494.949494949495,-150.0,-4.151892031584808,-0.002446573077493714,-0.001059274671086877,0.0013183679938799258
-4898.989898989899,-4393.939393939394,-150.0,-4.2594798262698,-0.0025678551851113732,-0.0010700367847139914,0.0013479146193288761
-4898.989898989899,-4292.929292929293,-150.0,-4.368061079001776,-0.002693650329792992,-0.0010788487403926685,0.0014044582906247796
-4898.989898989899,-4191.919191919192,-150.0,-4.477429066753167,-0.0028238800851279403,-0.001085517272731213,0.001455486897371085
-4898.989898989899,-4090.909090909091,-150.0,-4.587357497735354,-0.002958426757894596,-0.0010898494880420774,0.001530120927506035
-4898.989898989899,-3989.89898989899,-150.0,-4.697600680499042,-0.0030971297433063797,-0.0010916556446797622,0.0015976460435584332
-4898.989898989899,-3888.8888888888887,-150.0,-4.807893991610054,-0.0032397820584479605,-0.0010907522722368218,0.0016861492554460793
-4898.989898989899,-3787.878787878788,-150.0,-4.917954674890319,-0.003386127164193121,-0.0010869655958964796,0.001767579485567522
-4898.989898989899,-3686.868686868687,-150.0,-5.02748300088207,-0.0035358561974079624,-0.001080135212641782,0.0018678355484954248
-4898.989898989899,-3585.8585858585857,-150.0,-5.136163808757345,-0.003688605744038832,-0.0010701179442630015,0.0019614464734711654
-4898.989898989899,-3484.848484848485,-150.0,-5.2436684441675245,-0.0038439562886120847,-0.0010567917689667775,0.002071998061710299
-4898.989898989899,-3383.838383838384,-150.0,-5.3496570954173,-0.004001431475533624,-0.0010400597100013065,0.0021762818039189145
-4898.989898989899,-3282.8282828282827,-150.0,-5.453781516895061,-0.004160498311203998,-0.0010198535375813887,0.0022957299201676797
-4898.989898989899,-3181.818181818182,-150.0,-5.55568811311051,-0.004320568422346973,-0.000996137121393139,0.0024090460093722328
-4898.989898989899,-3080.808080808081,-150.0,-5.655021339398726,-0.004481000464349012,-0.0009689092572608521,0.0025357353353016236
-4898.989898989899,-2979.7979797979797,-150.0,-5.7514273570015915,-0.004641103743532903,-0.0009382057855419812,0.002656091511814226
-4898.989898989899,-2878.787878787879,-150.0,-5.844557861730439,-0.004800143079424351,-0.0009041008228761177,0.002787920428860948
-4898.989898989899,-2777.777777777778,-150.0,-5.934073987885656,-0.004957344888223965,-0.0008667069452360148,0.002912829685435616
-4898.989898989899,-2676.7676767676767,-150.0,-6.019650173899331,-0.005111904418681803,-0.0008261741904853231,0.0030471377900769337
-4898.989898989899,-2575.757575757576,-150.0,-6.1009778647513775,-0.005262994019030874,-0.0007826877936808399,0.003173540698054406
-4898.989898989899,-2474.747474747475,-150.0,-6.17776892009748,-0.0054097722619698835,-0.0007364646278336141,0.0033070668612026092
-4898.989898989899,-2373.7373737373737,-150.0,-6.249758597647057,-0.005551393707860393,-0.0006877483949728165,0.0034313256256490237
-4898.989898989899,-2272.7272727272725,-150.0,-6.316707989788958,-0.005687019048556458,-0.0006368036936920138,0.00356024448295641
-4898.989898989899,-2171.717171717172,-150.0,-6.378405808493929,-0.005815825349678232,-0.0005839091747612071,0.003678220440533673
-4898.989898989899,-2070.7070707070707,-150.0,-6.434669439235667,-0.005937016101101587,-0.0005293500792002778,0.0037982674766468324
-4898.989898989899,-1969.6969696969695,-150.0,-6.485345218433379,-0.0060498307961808,-0.0004734105256612532,0.003905490388734438
-4898.989898989899,-1868.6868686868688,-150.0,-6.530307929268243,-0.0061535537903295075,-0.0004163659678536107,0.00401217915863003
-4898.989898989899,-1767.6767676767677,-150.0,-6.569459555373502,-0.006247522237612764,-0.0003584762702989384,0.004104105942348427
-4898.989898989899,-1666.6666666666665,-150.0,-6.602727377813483,-0.006331132966387023,-0.0002999798455903917,0.004193027425454049
-4898.989898989899,-1565.6565656565658,-150.0,-6.630061544381662,-0.006403848226227819,-0.00024108925471188827,0.004265371818110585
-4898.989898989899,-1464.6464646464647,-150.0,-6.651432277755279,-0.006465200311369422,-0.00018198859331934445,0.004332548375554383
-4898.989898989899,-1363.6363636363635,-150.0,-6.666826916769408,-0.006514795132871056,-0.00012283287459022318,0.004381645120513667
-4898.989898989899,-1262.6262626262628,-150.0,-6.676246999894718,-0.006552314865169413,-6.374948070980194e-05,0.004423894687915394
-4898.989898989899,-1161.6161616161617,-150.0,-6.6797055997410855,-0.006577519826317335,-4.841601272182183e-06,0.004447047449571653
-4898.989898989899,-1060.6060606060605,-150.0,-6.6772251011618255,-0.006590249761009917,5.380657856453746e-05,0.0044623031215246765
-4898.989898989899,-959.5959595959594,-150.0,-6.668835583869462,-0.006590424680399078,0.00011212331963546802,0.004458060002627644
-4898.989898989899,-858.5858585858587,-150.0,-6.654573925477893,-0.006578045374879698,0.00017004189442522196,0.004445590908956694
-4898.989898989899,-757.575757575758,-150.0,-6.6344836860057805,-0.00655319366077822,0.0002274928468239485,0.004413898764710118
-4898.989898989899,-656.5656565656564,-150.0,-6.608615774604368,-0.0065160323569059975,0.0002843965442062787,0.004374391988304152
-4898.989898989899,-555.5555555555557,-150.0,-6.577029838691381,-0.006466804921380345,0.0003406565977336329,0.004316600507528055
-4898.989898989899,-454.54545454545496,-150.0,-6.5397962599107045,-0.006405834622196,0.0003961546561273434,0.004252088325408888
-4898.989898989899,-353.53535353535335,-150.0,-6.496998595029291,-0.006333523074839222,0.00045074696645086185,0.0041708025308955735
-4898.989898989899,-252.52525252525265,-150.0,-6.448736266688308,-0.006250347962557678,0.0005042629540585656,0.004084448156605407
-4898.989898989899,-151.51515151515196,-150.0,-6.395127291179076,-0.00615685976253098,0.0005565059168505494,0.0039832560479510105
-4898.989898989899,-50.50505050505035,-150.0,-6.336310828940722,-0.006053677333622451,0.0006072557712376996,0.0038790363229756503
-4898.989898989899,50.50505050505035,-150.0,-6.272449357595702,-0.00594148227506806,0.0006562736428284713,0.0037621591632269104
-4898.989898989899,151.51515151515196,-150.0,-6.203730295035981,-0.005821012034383969,0.000703307975490707,0.003644497658560772
-4898.989898989899,252.52525252525265,-150.0,-6.13036693830465,-0.005693051819444569,0.0007481017463484679,0.00351641892330499
-4898.989898989899,353.53535353535335,-150.0,-6.052598629106997,-0.005558425446161875,0.0007904003256860396,0.003389824765211073
-4898.989898989899,454.54545454545496,-150.0,-5.970690104832723,-0.005417985322069153,0.0008299595098971812,0.003254949342759569
-4898.989898989899,555.5555555555557,-150.0,-5.884930041248981,-0.005272601821349796,0.000866553279272483,0.0031237072044610834
-4898.989898989899,656.5656565656564,-150.0,-5.795628836292828,-0.0051231523443077635,0.0008999808846106362,0.0029860883012622214
-4898.989898989899,757.575757575758,-150.0,-5.70311572112562,-0.004970510371946938,0.0009300729397210425,0.0028540279819937453
-4898.989898989899,858.5858585858587,-150.0,-5.6077353131168595,-0.004815534824252855,0.0009566962825514267,0.0027171807018173677
-4898.989898989899,959.5959595959594,-150.0,-5.5098437448526045,-0.0046590600107796675,0.000979757457862179,0.0025875361093186666
-4898.989898989899,1060.606060606061,-150.0,-5.4098045135487425,-0.0045018864273607484,0.0009992047619843158,0.002454339100850217
-4898.989898989899,1161.6161616161617,-150.0,-5.307984196976985,-0.004344772607117419,0.0010150288695870621,0.0023296908235551084
-4898.989898989899,1262.6262626262624,-150.0,-5.204748176258427,-0.00418842818165645,0.0010272621295513876,0.0022023643175949625
-4898.989898989899,1363.636363636364,-150.0,-5.100456494037311,-0.004033508253509743,0.0010359766696819515,0.0020846498068726738
-4898.989898989899,1464.6464646464647,-150.0,-4.995459960161063,-0.0038806091270779637,0.0010412814872942644,0.0019647911751000113
-4898.989898989899,1565.6565656565654,-150.0,-4.890096597614227,-0.0037302653955212095,0.0010433187251398573,0.0018553622346852983
-4898.989898989899,1666.666666666667,-150.0,-4.784688500536849,-0.003582948337320757,0.0010422593410669267,0.0017440184363366473
-4898.989898989899,1767.6767676767677,-150.0,-4.679539154974444,-0.003439065539966597,0.0010382983772574165,0.0016437261428702832
-4898.989898989899,1868.6868686868684,-150.0,-4.574931252606058,-0.003298961640024189,0.0010316500231394327,0.0015414845688588308
-4898.989898989899,1969.69696969697,-150.0,-4.47112500888567,-0.0031629200487231007,0.0010225426475271796,0.0014507751901317312
-4898.989898989899,2070.7070707070707,-150.0,-4.368356980378345,-0.003031165519741116,0.0010112139524499153,0.001357858677759366
-4898.989898989899,2171.7171717171714,-150.0,-4.266839361926091,-0.002903867410251025,0.0009979063755100642,0.00127686891103998
-4898.989898989899,2272.727272727273,-150.0,-4.166759732800554,-0.002781143486583123,0.0009828628411659981,0.0011932255560653804
-4898.989898989899,2373.7373737373737,-150.0,-4.068281212195586,-0.0026630641309684363,0.0009663229354242555,0.0011218701892055233
-4898.989898989899,2474.7474747474744,-150.0,-3.9715429781693916,-0.00254965681469942,0.0009485195540744704,0.0010472529937197161
-4898.989898989899,2575.757575757576,-150.0,-3.87666110026135,-0.002440910714666163,0.0009296760525269094,0.0009853021438473025
-4898.989898989899,2676.7676767676767,-150.0,-3.7837296342245614,-0.0023367813636875,0.0009100039059626454,0.0009193369978471614
-4898.989898989899,2777.7777777777774,-150.0,-3.6928219273396032,-0.00223719523956132,0.0008897008721086186,0.0008664831467013918
-4898.989898989899,2878.787878787879,-150.0,-3.6039920843036284,-0.002142054212647316,0.0008689496355553499,0.0008087260667505557
-4898.989898989899,2979.7979797979797,-150.0,-3.5172765464193305,-0.002051239786524653,0.0008479169020608937,0.0007646433140985464
-4898.989898989899,3080.8080808080813,-150.0,-3.432695740452943,-0.0019646170804164063,0.0008267529035496197,0.0007146294780399666
-4898.989898989899,3181.818181818182,-150.0,-3.3502557578234478,-0.0018820385153258813,0.0008055912692784334,0.000679029196246534
-4898.989898989899,3282.8282828282827,-150.0,-3.2699500294876027,-0.0018033471779589456,0.0007845492156188572,0.0006363175613388027
-4898.989898989899,3383.8383838383834,-150.0,-3.191760966789335,-0.0017283798473682113,0.0007637280057881122,0.0006090066817805266
-4898.989898989899,3484.848484848484,-150.0,-3.1156615434698023,-0.001656969678764747,0.0007432136313485155,0.0005732255359548102
-4898.989898989899,3585.8585858585866,-150.0,-3.04161679884014,-0.0015889485470749047,0.0007230776690796653,0.0005541773304975402
-4898.989898989899,3686.8686868686873,-150.0,-2.9695852466860315,-0.0015241490595911866,0.0007033782696273419,0.0005250791910811244
-4898.989898989899,3787.878787878788,-150.0,-2.8995201787134044,-0.00146240625252523,0.0006841612378809804,0.0005145344805682246
-4898.989898989899,3888.8888888888887,-150.0,-2.8313708551949244,-0.0014035589904988438,0.0006654611690914246,0.0004920759764295048
-4898.989898989899,3989.8989898989894,-150.0,-2.765083578896955,-0.0013474510911007415,0.0006473026090994985,0.0004907129815729869
-4898.989898989899,4090.90909090909,-150.0,-2.70060265133644,-0.0012939321987056752,0.0006297012115233107,0.00047519414988153163
-4898.989898989899,4191.919191919193,-150.0,-2.63787121293265,-0.0012428584329168596,0.0006126648691972777,0.0004844635352587324
-4898.989898989899,4292.929292929293,-150.0,-2.576831970690525,-0.001194092837378679,0.0005961948014423494,0.00047681639135249265
-4898.989898989899,4393.939393939394,-150.0,-2.517427818701872,-0.0011475056544344715,0.0005802865827820367,0.0004997412240566428
-4898.989898989899,4494.949494949495,-150.0,-2.4596023580072854,-0.0011029744502981695,0.0005649311024306533,0.0005022540833237344
-4898.989898989899,4595.959595959595,-150.0,-2.403300323261336,-0.0010603841141779663,0.0005501154472200644,0.0005459398832922051
-4898.989898989899,4696.969696969696,-150.0,-2.3484679242254543,-0.0010196267532446308,0.0005358237035736396,0.0005646284895443206
-4898.989898989899,4797.979797979799,-150.0,-2.2950531104181766,-0.0009806015035683949,0.0005220376766695801,0.0006529832810170519
-4898.989898989899,4898.989898989899,-150.0,-2.243005767322509,-0.0009432142752433412,0.0005087375270648011,0.0007099203030220694
-4898.989898989899,5000.0,-150.0,-2.1922778524252875,-0.0009073774479477496,0.0005087375270648011,0.0011226784283423202
-4797.979797979798,-5000.0,-150.0,-3.831657155660236,-0.001990694839172543,-0.0011053942951708506,0.001971808201982628
-4797.979797979798,-4898.989898989899,-150.0,-3.942200656218689,-0.0020973122963345294,-0.0011053942951708506,0.0012299001092201983
-4797.979797979798,-4797.979797979798,-150.0,-4.05496913448263,-0.002209041491829145,-0.0011268965509733898,0.0011280989523051914
-4797.979797979798,-4696.969696969697,-150.0,-4.169856525102202,-0.002325986359930817,-0.0011472529425185123,0.0010648400206342444
-4797.979797979798,-4595.959595959596,-150.0,-4.286737405698491,-0.0024482293659143146,-0.0011662660970801764,0.0010454098702708965
-4797.979797979798,-4494.949494949495,-150.0,-4.405465837643652,-0.0025758275600410003,-0.0011837276703085813,0.0010587893183038686
-4797.979797979798,-4393.939393939394,-150.0,-4.525874308791134,-0.002708808359914435,-0.0011994195370061806,0.001074378233390602
-4797.979797979798,-4292.929292929293,-150.0,-4.6477728148166175,-0.0028471650993480307,-0.0012131153623014834,0.0011182280041099112
-4797.979797979798,-4191.919191919192,-150.0,-4.77094811935709,-0.0029908523969298106,-0.001224582585078909,0.001155975126473299
-4797.979797979798,-4090.909090909091,-150.0,-4.89516323604468,-0.0031397814141849428,-0.0012335848379288028,0.0012185474803373753
-4797.979797979798,-3989.89898989899,-150.0,-5.020157177524525,-0.003293815091277471,-0.0012398848171290377,0.0012733304923377995
-4797.979797979798,-3888.8888888888887,-150.0,-5.145645017282869,-0.0034527634670115416,-0.001243247601928462,0.001350280390528457
-4797.979797979798,-3787.878787878788,-150.0,-5.271318309227245,-0.0036163792087361216,-0.0012434444044852905,0.0014195573423075093
-4797.979797979798,-3686.868686868687,-150.0,-5.396845907077878,-0.003784353495637911,-0.0012402567102323954,0.0015088481923770467
-4797.979797979798,-3585.8585858585857,-150.0,-5.521875220385304,-0.0039563124146107295,-0.0012334807434955007,0.00159103932262527
-4797.979797979798,-3484.848484848485,-150.0,-5.646033936066868,-0.004131814040001246,-0.0012229321655337813,0.001691386799895279
-4797.979797979798,-3383.838383838384,-150.0,-5.768932223523442,-0.0043103463754816515,-0.0012084508828888133,0.0017851810495183801
-4797.979797979798,-3282.8282828282827,-150.0,-5.890165427559557,-0.004491326336463424,-0.0011899058145843151,0.0018954021572459875
-4797.979797979798,-3181.818181818182,-150.0,-6.009317236570778,-0.004674099943271635,-0.0011671994393746862,0.001999376671807297
-4797.979797979798,-3080.808080808081,-150.0,-6.125963294099898,-0.00485794387741067,-0.0011402719214275011,0.0021180398510945433
-4797.979797979798,-2979.7979797979797,-150.0,-6.239675200495526,-0.00504206852473363,-0.0011091045974452839,0.0022304107122917034
-4797.979797979798,-2878.787878787879,-150.0,-6.350024828937329,-0.005225622589886444,-0.0010737226033750366,0.002355613445274238
-4797.979797979798,-2777.777777777778,-150.0,-6.456588857743008,-0.005407699316545813,-0.0010341964275458343,0.0024740616126703845
-4797.979797979798,-2676.7676767676767,-150.0,-6.5589534001587095,-0.005587344289234979,-0.0009906422019160105,0.002603286101901848
-4797.979797979798,-2575.757575757576,-150.0,-6.656718595503818,-0.0057635647274832565,-0.0009432205858682373,0.002724849173779179
-4797.979797979798,-2474.747474747475,-150.0,-6.749503013465424,-0.0059353401154934315,-0.0008921341581453633,0.0028548913509339018
-4797.979797979798,-2373.7373737373737,-150.0,-6.8369477183614675,-0.006101633944915623,-0.0008376233108499944,0.0029759316818308654
-4797.979797979798,-2272.7272727272725,-150.0,-6.9187198439401705,-0.006261406290048781,-0.0007799607316684856,0.003102916141863546
