x,y,z,data,xderiv,yderiv,zderiv
-3585.8585858585857,1666.666666666667,-150.0,-12.310338214591287,-0.008248502713952695,0.005212465247827074,0.00028381010654890057
-3585.8585858585857,1767.6767676767677,-150.0,-11.79489821679006,-0.00770744285313877,0.004992684136878063,0.00035828544109018506
-3585.8585858585857,1868.6868686868684,-150.0,-11.301715156636122,-0.0072051116816704945,0.004772844181325377,0.0004102584854734949
-3585.8585858585857,1969.69696969697,-150.0,-10.830687271067761,-0.006739545239228694,0.004554921829529225,0.0004687410348474322
-3585.8585858585857,2070.7070707070707,-150.0,-10.3815289284484,-0.006308660005630069,0.004340590784240749,0.0005045041362401817
-3585.8585858585857,2171.7171717171714,-150.0,-9.953800243948418,-0.005910305837428415,0.004131242130315691,0.0005482857340290796
-3585.8585858585857,2272.727272727273,-150.0,-9.546934558687655,-0.005542310349229392,0.003928006084895233,0.0005693005060375391
-3585.8585858585857,2373.7373737373737,-150.0,-9.1602636611413,-0.005202515566020315,0.0037317746244637006,0.0006002579375314083
-3585.8585858585857,2474.7474747474744,-150.0,-8.793040695159634,-0.004888807671343491,0.003543224411393698,0.0006084519873328599
-3585.8585858585857,2575.757575757576,-150.0,-8.444460749748634,-0.004599140642304899,0.0033628395745806355,0.0006288691149720031
-3585.8585858585857,2676.7676767676767,-150.0,-8.113679164941324,-0.004331554511010766,0.003190933999718513,0.0006264571365034496
-3585.8585858585857,2777.7777777777774,-150.0,-7.799827618492369,-0.004084188933510325,0.003027672860894633,0.000638866031160056
-3585.8585858585857,2878.787878787879,-150.0,-7.502028081932307,-0.0038552926883808096,0.002873093182750196,0.0006281937379250826
-3585.8585858585857,2979.7979797979797,-150.0,-7.219404753290309,-0.003643229671488181,0.0027271232671004426,0.0006352484925203502
-3585.8585858585857,3080.8080808080813,-150.0,-6.9510940885786825,-0.0034464819027542493,0.0025896008542380462,0.0006186701884291759
-3585.8585858585857,3181.818181818182,-150.0,-6.696253065565451,-0.0032636500151095914,0.002460289920582653,0.0006230650652130272
-3585.8585858585857,3282.8282828282827,-150.0,-6.454065821794308,-0.003093451654499253,0.0023388960431414752,0.0006028631507664687
-3585.8585858585857,3383.8383838383834,-150.0,-6.223748814425759,-0.0029347181817789905,0.002225080288652605,0.000607306533667318
-3585.8585858585857,3484.848484848484,-150.0,-6.0045546523695394,-0.0027863900315099324,0.002118471611721696,0.0005856604404183216
-3585.8585858585857,3585.8585858585866,-150.0,-5.795774751451679,-0.0026475110481370256,0.0020186777715904846,0.0005929202613675646
-3585.8585858585857,3686.8686868686873,-150.0,-5.5967409611391385,-0.0025172220862226384,0.0019252948009153455,0.0005719355462297775
-3585.8585858585857,3787.878787878788,-150.0,-5.406826306822317,-0.002394754128028066,0.001837915081452186,0.0005849865075375706
-3585.8585858585857,3888.8888888888887,-150.0,-5.225444985088192,-0.0022794211388034186,0.0017561341002335865,0.0005668076505259416
-3585.8585858585857,3989.8989898989894,-150.0,-5.052051741118562,-0.0021706128478945824,0.0016795559751893543,0.0005891525261666917
-3585.8585858585857,4090.90909090909,-150.0,-4.886140747676201,-0.002067787612590287,0.001607797850890163,0.0005762209643557234
-3585.8585858585857,4191.919191919193,-150.0,-4.727244094474084,-0.0019704654919546318,0.001540493273081933,0.0006125839724437933
-3585.8585858585857,4292.929292929293,-150.0,-4.574929985437427,-0.0018782216301687345,0.0014772946550160523,0.0006082193403247694
-3585.8585858585857,4393.939393939394,-150.0,-4.428800729824377,-0.0017906800235279981,0.0014178749495308161,0.0006662543768169381
-3585.8585858585857,4494.949494949495,-150.0,-4.288490601693828,-0.0017075077225091205,0.0013619286387955524,0.000676156681397574
-3585.8585858585857,4595.959595959595,-150.0,-4.153663631077801,-0.001628409500422695,0.0013091721490695386,0.0007719050082994753
-3585.8585858585857,4696.969696969696,-150.0,-4.024011379659577,-0.0015531230031810988,0.0012593437912754393,0.0008091758871976596
-3585.8585858585857,4797.979797979799,-150.0,-3.899250743951449,-0.001481414380609154,0.0012122033201688882,0.0009952185984728852
-3585.8585858585857,4898.989898989899,-150.0,-3.779121820029499,-0.0014130743883830716,0.0011675311959044744,0.0011071122255566813
-3585.8585858585857,5000.0,-150.0,-3.6633858558899393,-0.0013479149409101557,0.0011675311959044744,0.0020100476827736857
-3484.848484848485,-5000.0,-150.0,-7.068823476702966,-0.0027814267603987744,-0.0033349670937649427,0.0030626227314468893
-3484.848484848485,-4898.989898989899,-150.0,-7.3969699178253885,-0.003003413232821212,-0.0033349670937649427,0.0008015274632228258
-3484.848484848485,-4797.979797979798,-150.0,-7.742554202716086,-0.0032448425252481605,-0.003511765920613801,0.0003883996580687065
-3484.848484848485,-4696.969696969697,-150.0,-8.10641757855545,-0.003507419821306462,-0.0036969208316945373,2.9816709497752216e-05
-3484.848484848485,-4595.959595959596,-150.0,-8.48940689598771,-0.003792973308884448,-0.00389044543302773,-0.00019755457768848533
-3484.848484848485,-4494.949494949495,-150.0,-8.892366150884284,-0.00410345469350056,-0.004092260160603972,-0.00037544447855382065
-3484.848484848485,-4393.939393939394,-150.0,-9.316126120352148,-0.004440937089262205,-0.0043021720919038595,-0.000545202080930331
-3484.848484848485,-4292.929292929293,-150.0,-9.761491826016377,-0.004807609524248253,-0.004519852053419379,-0.0006732435437259809
-3484.848484848485,-4191.919191919192,-150.0,-10.229227545285356,-0.005205767161434256,-0.00474480894007029,-0.0008205387893058082
-3484.848484848485,-4090.909090909091,-150.0,-10.720039086636637,-0.005637796193117408,-0.004976361254597748,-0.0009330029200264453
-3484.848484848485,-3989.89898989899,-150.0,-11.2345530512647,-0.00610615222237694,-0.005213606003695769,-0.0010726576658842974
-3484.848484848485,-3888.8888888888887,-150.0,-11.773292824756995,-0.006613330808789531,-0.005455385260049062,-0.0011831930187056082
-3484.848484848485,-3787.878787878788,-150.0,-12.336651083597843,-0.0071618287407892185,-0.0057002509226032,-0.0013230612997278447
-3484.848484848485,-3686.868686868687,-150.0,-12.924858667707136,-0.007754094521930149,-0.0059464284872497546,-0.0014384467595083752
-3484.848484848485,-3585.8585858585857,-150.0,-13.537949767890723,-0.008392466546610196,-0.006191780980309621,-0.0015832025208393286
-3484.848484848485,-3484.848484848485,-150.0,-14.17572351221413,-0.009079097522255043,-0.0064337746074437175,-0.0017071401373071463
-3484.848484848485,-3383.838383838384,-150.0,-14.837702213838948,-0.009815863905082328,-0.006669448124580022,-0.0018595561120194467
-3484.848484848485,-3282.8282828282827,-150.0,-15.523086769705044,-0.010604259495769736,-0.006895388430294961,-0.001993891380267658
-3484.848484848485,-3181.818181818182,-150.0,-16.2307099775349,-0.011445272932630056,-0.007107715384808766,-0.0021552413214360926
-3484.848484848485,-3080.808080808081,-150.0,-16.95898886764621,-0.012339249664869148,-0.00730207933957079,-0.0023003074478806424
-3484.848484848485,-2979.7979797979797,-150.0,-17.705877520882535,-0.013285740121303997,-0.007473675257793786,-0.002470401826110075
-3484.848484848485,-2878.787878787879,-150.0,-18.468822253059095,-0.014283337228726902,-0.00761727754829568,-0.002625018302762195
-3484.848484848485,-2777.777777777778,-150.0,-19.244721470033177,-0.015329508170321275,-0.007727299735882829,-0.0028020887675673854
-3484.848484848485,-2676.7676767676767,-150.0,-20.029892906772798,-0.016420427260321852,-0.00779788275454658,-0.002963441984484375
-3484.848484848485,-2575.757575757576,-150.0,-20.820051319436526,-0.017550818946454577,-0.007823014877358312,-0.0031440078801754927
-3484.848484848485,-2474.747474747475,-150.0,-21.61029995270377,-0.018713822073638954,-0.007796685004528629,-0.0033075566553401573
-3484.848484848485,-2373.7373737373737,-150.0,-22.39513919913928,-0.01990088841948533,-0.007713069165519022,-0.0034863856331820366
-3484.848484848485,-2272.7272727272725,-150.0,-23.168495743717713,-0.021101729848253776,-0.007566747652464986,-0.003645906650128583
-3484.848484848485,-2171.717171717172,-150.0,-23.923775088526146,-0.022304328882216975,-0.007352947266023488,-0.0038161669782524363
-3484.848484848485,-2070.7070707070707,-150.0,-24.65393963584367,-0.02349502670275609,-0.007067799890205346,-0.003964027735818761
-3484.848484848485,-1969.6969696969695,-150.0,-25.35161345018379,-0.024658700253663977,-0.00670860529083103,-0.004117695810072283
-3484.848484848485,-1868.6868686868688,-150.0,-26.00921343197115,-0.025779036020050956,-0.006274083018551966,-0.004245392101723809
-3484.848484848485,-1767.6767676767677,-150.0,-26.61910496908318,-0.026838902174443447,-0.005764596024111205,-0.004373916177221533
-3484.848484848485,-1666.6666666666665,-150.0,-27.17377828532695,-0.027820813342580197,-0.005182327509378193,-0.004472836996794034
-3484.848484848485,-1565.6565656565658,-150.0,-27.66603981946261,-0.02870747375994349,-0.004531393038903831,-0.00456798033028015
-3484.848484848485,-1464.6464646464647,-150.0,-28.08921122247924,-0.02948237586662621,-0.0038178722883194416,-0.004630288747897764
-3484.848484848485,-1363.6363636363635,-150.0,-28.437327150436236,-0.030130423445934768,-0.0030497490676176697,-0.004685014675750377
-3484.848484848485,-1262.6262626262628,-150.0,-28.705322145230284,-0.03063854237283743,-0.0022367542315568254,-0.0047044943648078645
-3484.848484848485,-1161.6161616161617,-150.0,-28.889196692164887,-0.030996238947997634,-0.0013901133070989753,-0.004713744901483866
-3484.848484848485,-1060.6060606060605,-150.0,-28.98615311636139,-0.031196066426750158,-0.0005222084227856064,-0.00468647996849534
-3484.848484848485,-959.5959595959594,-150.0,-28.994693343232687,-0.031233965038116,0.00035382844263847133,-0.004647742319924229
-3484.848484848485,-858.5858585858587,-150.0,-28.914672622899072,-0.031109449295328887,0.0012245676572993514,-0.004572556543119895
-3484.848484848485,-757.575757575758,-150.0,-28.747305937717666,-0.030825627919902093,0.0020767521262648916,-0.004486174045098247
-3484.848484848485,-656.5656565656564,-150.0,-28.495126738805155,-0.030389054951397102,0.002897756353670831,-0.00436480944747316
-3484.848484848485,-555.5555555555557,-150.0,-28.16190061374376,-0.02980942402741667,0.003676006356734747,-0.004234030422296437
-3484.848484848485,-454.54545454545496,-150.0,-27.752499191990054,-0.029099129798952184,0.004401336133141532,-0.004071062515996683
-3484.848484848485,-353.53535353535335,-150.0,-27.272741798967694,-0.02827272963627956,0.005065262235628792,-0.0039018222303501583
-3484.848484848485,-252.52525252525265,-150.0,-26.729213891863026,-0.02734634426787653,0.005661165242295526,-0.003704304369949037
-3484.848484848485,-151.51515151515196,-150.0,-26.129072053049406,-0.02633703743185688,0.0061843746460780126,-0.003504735170783287
-3484.848484848485,-50.50505050505035,-150.0,-25.47984527649373,-0.025262212230248562,0.006632161045424827,-0.0032815790302071707
-3484.848484848485,50.50505050505035,-150.0,-24.789241538822168,-0.024139056360945817,0.007003645756456281,-0.003061278108713013
-3484.848484848485,151.51515151515196,-150.0,-24.064967345896502,-0.022984060769107174,0.007299642565560213,-0.0028224301204493006
-3484.848484848485,252.52525252525265,-150.0,-23.314566273052428,-0.02181262763174299,0.007522449050374053,-0.0025915781481043016
-3484.848484848485,353.53535353535335,-150.0,-22.54528066905326,-0.02063877502125697,0.007675605730400832,-0.0023471150687961696
-3484.848484848485,454.54545454545496,-150.0,-21.76393885276943,-0.019474937937348502,0.0077636404983073325,-0.002115589577064805
-3484.848484848485,555.5555555555557,-150.0,-20.97686844717299,-0.018331859224684815,0.007791813708297806,-0.0018748844035871041
-3484.848484848485,656.5656565656564,-150.0,-20.18983507331533,-0.01721855948521932,0.0077658764053716595,-0.0016515119882911395
-3484.848484848485,757.575757575758,-150.0,-19.408004526895887,-0.016142372467462664,0.007691850910625852,-0.0014225939092854288
-3484.848484848485,858.5858585858587,-150.0,-18.63592579844142,-0.015109031391402886,0.007575839715593243,-0.0012146349737673801
-3484.848484848485,959.5959595959594,-150.0,-17.87753185707907,-0.014122791944651096,0.007423865673563516,-0.0010038019630865917
-3484.848484848485,1060.606060606061,-150.0,-17.136154955297275,-0.013186578907107093,0.007241743995339501,-0.0008166912741431488
-3484.848484848485,1161.6161616161617,-150.0,-16.414553272162,-0.012302145175673232,0.007034984650815928,-0.0006283667911253961
-3484.848484848485,1262.6262626262624,-150.0,-15.714945934930421,-0.011470234057192864,0.006808722455291263,-0.0004656759831622691
-3484.848484848485,1363.636363636364,-150.0,-15.039053786244573,-0.010690737830160923,0.00656767133105708,-0.0003024581087446663
-3484.848484848485,1464.6464646464647,-150.0,-14.38814364582798,-0.009962847567247458,0.0063160988949902365,-0.00016601852481998303
-3484.848484848485,1565.6565656565654,-150.0,-13.76307421149907,-0.009285190950871446,0.006057817529755631,-2.885658867775656e-05
-3484.848484848485,1666.666666666667,-150.0,-13.164342124665227,-0.00865595624867588,0.00579618834706341,8.102031251739326e-05
-3484.848484848485,1767.6767676767677,-150.0,-12.59212707067818,-0.00807300173365414,0.005534134853080788,0.00019257886023917557
-3484.848484848485,1868.6868686868684,-150.0,-12.046335083638805,-0.007533950653871236,0.005274163601077989,0.0002768330077362619
-3484.848484848485,1969.69696969697,-150.0,-11.526639474500808,-0.00703627241660675,0.005018389605260619,0.0003643669170447436
-3484.848484848485,2070.7070707070707,-150.0,-11.032519001767973,-0.00657735099762152,0.0047685647509348415,0.0004249064546682328
-3484.848484848485,2171.7171717171714,-150.0,-10.563293060170537,-0.0061545417662040025,0.0045261078440248315,0.0004908430730147309
-3484.848484848485,2272.727272727273,-150.0,-10.118153780752856,-0.005765217975760824,0.004292135285008384,0.0005302676420762204
-3484.848484848485,2373.7373737373737,-150.0,-9.696195022795106,-0.005406808147100315,0.004067491626036877,0.000577620780904663
-3484.848484848485,2474.7474747474744,-150.0,-9.296438300745406,-0.00507682549905068,0.003852779479759696,0.0005989653168794462
-3484.848484848485,2575.757575757576,-150.0,-8.917855733954763,-0.004772890482925287,0.0036483884028374125,0.0006311012241488594
-3484.848484848485,2676.7676767676767,-150.0,-8.55939013855603,-0.004492747370810883,0.003454522486937662,0.0006376109605957811
-3484.848484848485,2777.7777777777774,-150.0,-8.219972403260286,-0.004234275743853584,0.0032712264661130634,0.0006580530032248132
-3484.848484848485,2878.787878787879,-150.0,-7.898536307018037,-0.003995497631890228,0.003098410201941017,0.0006529985752968441
-3484.848484848485,2979.7979797979797,-150.0,-7.594030948322707,-0.003774580972508841,0.002935871445129933,0.0006652801469460316
-3484.848484848485,3080.8080808080813,-150.0,-7.305430964567545,-0.0035698399860065308,0.0027833168010191795,0.0006518200739432344
-3484.848484848485,3181.818181818182,-150.0,-7.0317447258945895,-0.0033797330013198503,0.0026403808511057856,0.0006593945294760444
-3484.848484848485,3282.8282828282827,-150.0,-6.7720206916168815,-0.0032028582146987486,0.0025066434062319797,0.00064049082148975
-3484.848484848485,3383.8383838383834,-150.0,-6.525352118574998,-0.0030379478154138923,0.002381644890701325,0.0006467078573280834
-3484.848484848485,3484.848484848484,-150.0,-6.290880309657018,-0.002883860869124873,0.002264899880595834,0.0006251002145282467
-3484.848484848485,3585.8585858585866,-150.0,-6.067796587141496,-0.0027395753081508353,0.002155908843449686,0.0006332629371886647
-3484.848484848485,3686.8686868686873,-150.0,-5.855343169566172,-0.0026041793377823154,0.002054168149314659,0.0006115107169917975
-3484.848484848485,3787.878787878788,-150.0,-5.652813122633484,-0.002476862528482342,0.0019591784441159877,0.0006250433389114944
-3484.848484848485,3888.8888888888887,-150.0,-5.459549544492235,-0.0023569068252991556,0.0018704514941277441,0.0006056582160445137
-3484.848484848485,3989.8989898989894,-150.0,-5.274944133920808,-0.0022436776683358696,0.0017875156246788012,0.0006284588630641238
-3484.848484848485,4090.90909090909,-150.0,-5.098435276880356,-0.002136615382153558,0.0017099198864001552,0.0006141914977949203
-3484.848484848485,4191.919191919193,-150.0,-4.929505773031888,-0.002035226958074698,0.001637237088305029,0.0006513777127703274
-3484.848484848485,4292.929292929293,-150.0,-4.767680309546007,-0.0019390783220255925,0.0015690658388771636,0.0006458450588039625
-3484.848484848485,4393.939393939394,-150.0,-4.612522775278926,-0.001847787152256319,0.001505031734479881,0.0007055699672675257
-3484.848484848485,4494.949494949495,-150.0,-4.463633494499566,-0.001761016286323572,0.0014447878292953179,0.0007148535954935122
-3484.848484848485,4595.959595959595,-150.0,-4.3206464461283565,-0.0016784677352863766,0.0013880145132634041,0.0008140821331329851
-3484.848484848485,4696.969696969696,-150.0,-4.183226522123121,-0.001599877305183315,0.0013344189147565292,0.0008520415260625635
-3484.848484848485,4797.979797979799,-150.0,-4.051066867389664,-0.001525009811428244,0.0012837339336356877,0.001046315581414699
-3484.848484848485,4898.989898989899,-150.0,-3.923886333509851,-0.001453654860577571,0.00123571699847577,0.001162855937448957
-3484.848484848485,5000.0,-150.0,-3.801427069717791,-0.0013856231656987868,0.00123571699847577,0.002114660318150283
-3383.838383838384,-5000.0,-150.0,-7.35013605594929,-0.0027809632479132863,-0.00357009099640623,0.003142536949648272
-3383.838383838384,-4898.989898989899,-150.0,-7.701019512760435,-0.0030085045822661233,-0.00357009099640623,0.0007217078152417191
-3383.838383838384,-4797.979797979798,-150.0,-8.07136656027378,-0.003256665812893954,-0.00376784676809699,0.00027281374886478735
-3383.838383838384,-4696.969696969697,-150.0,-8.462200678032554,-0.0035273502487440794,-0.003975831246551322,-0.00012198784244732625
-3383.838383838384,-4595.959595959596,-150.0,-8.87456479190031,-0.0038226135020048265,-0.004194196113845138,-0.0003768912819525589
-3383.838383838384,-4494.949494949495,-150.0,-9.309513024263895,-0.004144667465945806,-0.004423000651956778,-0.0005826166285737839
-3383.838383838384,-4393.939393939394,-150.0,-9.768100277144104,-0.004495881813133741,-0.004662188560225774,-0.0007803081457347688
-3383.838383838384,-4292.929292929293,-150.0,-10.25136929905698,-0.0048787821574915605,-0.004911561177322529,-0.0009370894389307805
-3383.838383838384,-4191.919191919192,-150.0,-10.760334858421382,-0.005296043846260909,-0.005170746861934309,-0.0011156636951955808
-3383.838383838384,-4090.909090909091,-150.0,-11.295964624700275,-0.005750480152619097,-0.005439166369500017,-0.001260879927362038
-3383.838383838384,-3989.89898989899,-150.0,-11.859156347209264,-0.0062450234315463826,-0.005715994189555325,-0.0014370133841565393
-3383.838383838384,-3888.8888888888887,-150.0,-12.450710925620543,-0.006782697589351477,-0.006000115990810599,-0.0015862441977710184
-3383.838383838384,-3787.878787878788,-150.0,-13.071300991817466,-0.007366580014776357,-0.006290082571029749,-0.001769380947860385
-3383.838383838384,-3686.868686868687,-150.0,-13.721434677343725,-0.007999750946864297,-0.006584061038108549,-0.0019310381960091383
-3383.838383838384,-3585.8585858585857,-150.0,-14.401414332849496,-0.008685228139500106,-0.006879784368040753,-0.002127377354262458
-3383.838383838384,-3484.848484848485,-150.0,-15.111290105230745,-0.009425884661372706,-0.007174501001834482,-0.0023066932800572325
-3383.838383838384,-3383.838383838384,-150.0,-15.85080847463424,-0.010224347789363313,-0.0074649267577437325,-0.0025204716051973565
-3383.838383838384,-3282.8282828282827,-150.0,-16.619356116896146,-0.01108287726890839,-0.007747202038356926,-0.0027206976975352698
-3383.838383838384,-3181.818181818182,-150.0,-17.415899795514427,-0.012003221790465037,-0.008016858080807031,-0.002954482332435825
-3383.838383838384,-3080.808080808081,-150.0,-18.23892340594807,-0.012986453434654523,-0.008268796790161246,-0.003177086550087071
-3383.838383838384,-2979.7979797979797,-150.0,-19.0863637935268,-0.014032781134939203,-0.00849728944456537,-0.0034316011825308596
-3383.838383838384,-2878.787878787879,-150.0,-19.955547536163298,-0.015141345947330607,-0.008696000172015094,-0.0036760127587510414
-3383.838383838384,-2777.777777777778,-150.0,-20.843131505045,-0.01631000312484639,-0.008858040449918472,-0.003949715656440812
-3383.838383838384,-2676.7676767676767,-150.0,-21.74505065735895,-0.01753509864635245,-0.008976060821243437,-0.004212858221875079
-3383.838383838384,-2575.757575757576,-150.0,-22.65647712549822,-0.018811250852492065,-0.009042385389652087,-0.004501424092536923
-3383.838383838384,-2474.747474747475,-150.0,-23.571795180520986,-0.020131151012944683,-0.009049193285882695,-0.004777215532376312
-3383.838383838384,-2373.7373737373737,-150.0,-24.484596981232098,-0.021485399699657504,-0.008988749051117819,-0.0050730864632126385
-3383.838383838384,-2272.7272727272725,-150.0,-25.387704079736707,-0.02286239836782206,-0.008853680684817906,-0.005352097057403277
-3383.838383838384,-2171.717171717172,-150.0,-26.273219341801372,-0.02424831704893461,-0.008637299982341133,-0.0056443002988520435
-3383.838383838384,-2070.7070707070707,-150.0,-27.13261316707835,-0.025627158977696855,-0.008333954913075719,-0.005913780687995318
-3383.838383838384,-1969.6969696969695,-150.0,-27.956846596968184,-0.02698094075832309,-0.007939398508385796,-0.006188219821447293
-3383.838383838384,-1868.6868686868688,-150.0,-28.73653205766134,-0.028290001891908584,-0.007451153568860897,-0.006432690342615481
-3383.838383838384,-1767.6767676767677,-150.0,-29.46213014623301,-0.029533449938536613,-0.006868848148467224,-0.006673064334318005
-3383.838383838384,-1666.6666666666665,-150.0,-30.12417814826078,-0.030689737441654662,-0.006194494006098765,-0.006875565081009758
-3383.838383838384,-1565.6565656565658,-150.0,-30.713543076758015,-0.031737354621043615,-0.005432679790007746,-0.007064938773536648
-3383.838383838384,-1464.6464646464647,-150.0,-31.221689216949212,-0.032655608855135104,-0.004590653232984899,-0.007208873573794433
-3383.838383838384,-1363.6363636363635,-150.0,-31.640947770290317,-0.033425449655871055,-0.00367827236807768,-0.0073317333458552125
-3383.838383838384,-1262.6262626262628,-150.0,-31.96477454383359,-0.034030287966190724,-0.0027078145687558495,-0.007403042740917635
-3383.838383838384,-1161.6161616161617,-150.0,-32.18798101650362,-0.034456752923918234,-0.0016936434126623033,-0.007447484514778502
-3383.838383838384,-1060.6060606060605,-150.0,-32.306924728209815,-0.03469532910921608,-0.0006517458271418693,-0.007436728056954608
-3383.838383838384,-959.5959595959594,-150.0,-32.319646840168645,-0.03474082340821563,0.0004008357840510062,-0.0073963204628667775
-3383.838383838384,-858.5858585858587,-150.0,-32.225947802138904,-0.03459262275059541,0.001446641313846996,-0.007300208228365759
-3383.838383838384,-757.575757575758,-150.0,-32.027396069694504,-0.03425472091094177,0.0024684583599003745,-0.007175104207926015
-3383.838383838384,-656.5656565656564,-150.0,-31.727269345593374,-0.03373551227606763,0.0034499701644351947,-0.006997118127382438
-3383.838383838384,-555.5555555555557,-150.0,-31.330432400111636,-0.033047370453935444,0.004376342869202909,-0.006794151545481693
-3383.838383838384,-454.54545454545496,-150.0,-30.843159675047332,-0.032206047268529624,0.005234715198729077,-0.00654410965787134
-3383.838383838384,-353.53535353535335,-150.0,-30.272914178146166,-0.03122994089327616,0.0060145635337806235,-0.00627585791678972
-3383.838383838384,-252.52525252525265,-150.0,-29.62809633488963,-0.030139289238984582,0.00670792731512307,-0.005968531463413328
-3383.838383838384,-151.51515151515196,-150.0,-28.917777346808172,-0.028955345804453806,0.007309492228730788,-0.005651573990995064
-3383.838383838384,-50.50505050505035,-150.0,-28.15143123817634,-0.027699590533725,0.007816540141697042,-0.005304688447065522
-3383.838383838384,50.50505050505035,-150.0,-27.338678328283518,-0.026393019064270308,0.008228784064334806,-0.004957466599402127
-3383.838383838384,151.51515151515196,-150.0,-26.489050619118803,-0.025055541793124185,0.008548112748409541,-0.004589533700129645
-3383.838383838384,252.52525252525265,-150.0,-25.611786863958358,-0.02370551122910874,0.008778272641283783,-0.00423026502764636
-3383.838383838384,353.53535353535335,-150.0,-24.71566220673824,-0.022359383738611783,0.008924515007153199,-0.003858669696310557
-3383.838383838384,454.54545454545496,-150.0,-23.808854539280944,-0.021031511233425823,0.008993233647676221,-0.003503681302406969
-3383.838383838384,555.5555555555557,-150.0,-22.898847328419812,-0.019734050311501886,0.008991614545820776,-0.003143306568723801
-3383.838383838384,656.5656565656564,-150.0,-21.992366752246443,-0.018476971093862992,0.008927313705015186,-0.0028059765808285553
-3383.838383838384,757.575757575758,-150.0,-21.095349610234926,-0.017268145366300988,0.008808174174429008,-0.0024684592378471284
-3383.838383838384,858.5858585858587,-150.0,-20.21293762609917,-0.01611349323143061,0.008641988304998557,-0.002158770265674603
-3383.838383838384,959.5959595959594,-150.0,-19.349493387002894,-0.015017168765355995,0.008436307051788189,-0.0018523167298126562
-3383.838383838384,1060.606060606061,-150.0,-18.508633171192464,-0.013981767583433155,0.008198294828812083,-0.0015768954618005804
-3383.838383838384,1161.6161616161617,-150.0,-17.6932722094651,-0.013008542229202336,0.00793462608220502,-0.0013064970327716242
-3383.838383838384,1262.6262626262624,-150.0,-16.905678407110642,-0.012097614481883779,0.007651418313114424,-0.0010689637534236716
-3383.838383838384,1363.636363636364,-150.0,-16.14753113610865,-0.011248176716376804,0.0073541956179859255,-0.0008368359576737521
-3383.838383838384,1464.6464646464647,-150.0,-15.419982322669041,-0.010458677142032472,0.0070478767519285045,-0.0006383021807356993
-3383.838383838384,1565.6565656565654,-150.0,-14.723717650870569,-0.009726985985328838,0.006736782086309003,-0.00044440781828510717
-3383.838383838384,1666.666666666667,-150.0,-14.059016244626818,-0.009050541434820817,0.00642465446504438,-0.0002840073453218399
-3383.838383838384,1767.6767676767677,-150.0,-13.42580765793231,-0.00842647545529476,0.006114689731682707,-0.0001265746505897669
-3383.838383838384,1868.6868686868684,-150.0,-12.823725389741423,-0.007851720455895815,0.005809573498372767,-1.9640184235128477e-06
-3383.838383838384,1969.69696969697,-150.0,-12.252156446139832,-0.007323098334815693,0.0055115214857789415,0.00012204334074510277
-3383.838383838384,2070.7070707070707,-150.0,-11.710286705745677,-0.006837393696128041,0.005222321434643496,0.00021424136790750524
-3383.838383838384,2171.7171717171714,-150.0,-11.197142014898722,-0.006391413113983676,0.004943375152176387,0.00030871671372218086
-3383.838383838384,2272.727272727273,-150.0,-10.711625058841356,-0.005982032268247465,0.00467573970399892,0.00037253223154850267
-3383.838383838384,2373.7373737373737,-150.0,-10.25254813530298,-0.005606232645146737,0.0044201671011738445,0.00044188178113903874
-3383.838383838384,2474.7474747474744,-150.0,-9.818662008099166,-0.005261129326129304,0.0041771420755687275,0.00048167767819480307
-3383.838383838384,2575.757575757576,-150.0,-9.4086810493295,-0.0049439912062198875,0.003946917702820432,0.0005305382294612613
-3383.838383838384,2676.7676767676767,-150.0,-9.02130489641827,-0.00465225480828467,0.0037295487387902153,0.0005507491610370653
-3383.838383838384,2777.7777777777774,-150.0,-8.655236859674911,-0.0043835327023438835,0.0035249225998152875,0.0005837676940077573
-3383.838383838384,2878.787878787879,-150.0,-8.30919932069801,-0.004135617403958007,0.003332787954094939,0.0005886983680334201
-3383.838383838384,2979.7979797979797,-150.0,-7.981946363898156,-0.003906481513014365,0.00315278091298414,0.0006103761906047231
-3383.838383838384,3080.8080808080813,-150.0,-7.672273883731517,-0.0036942747615927533,0.002984448825427037,0.0006040606744502739
-3383.838383838384,3181.818181818182,-150.0,-7.379027409266431,-0.0034973185632302477,0.0028272716918904353,0.0006186665534262631
-3383.838383838384,3282.8282828282827,-150.0,-7.101107885369813,-0.0033140985917186785,0.0026806812290474337,0.0006047907086821147
-3383.838383838384,3383.8383838383834,-150.0,-6.837475645822505,-0.0031432558617177967,0.0025440776342264804,0.0006163496026934316
-3383.838383838384,3484.848484848484,-150.0,-6.587152807748302,-0.0029835767328132046,0.002416844118984753,0.0005982395981508622
-3383.838383838384,3585.8585858585866,-150.0,-6.349224308653868,-0.002833982210929198,0.002298359302933042,0.0006106095250730274
-3383.838383838384,3686.8686868686873,-150.0,-6.122837797054758,-0.0026935168748314924,0.002188007580583839,0.0005912939196376773
-3383.838383838384,3787.878787878788,-150.0,-5.907202575202588,-0.0025613377102162585,0.002085187593935346,0.000608360541510086
-3383.838383838384,3888.8888888888887,-150.0,-5.70158777807792,-0.002436703089568601,0.001989318960380059,0.0005907283685778575
-3383.838383838384,3989.8989898989894,-150.0,-5.50531995694399,-0.002318962092996309,0.0018998474183349516,0.0006167942713562542
-3383.838383838384,4090.90909090909,-150.0,-5.317780218818334,-0.002207544324230218,0.0018162485611513347,0.0006039145769824125
