x,z,data
   4350.00000     ,   54.9749985     ,   8.06678534E-02
   4450.00000     ,   54.9749985     ,   3.08134966E-02
   4550.00000     ,   54.9749985     ,   1.27987226E-03
   4650.00000     ,   54.9749985     ,   1.26346643E-03
   4750.00000     ,   54.9749985     ,   1.11628296E-02
   4850.00000     ,   54.9749985     ,   4.10635881E-02
   4950.00000     ,   54.9749985     ,   1.73372845E-03
   5050.00000     ,   54.9749985     ,   1.53651880E-03
   5150.00000     ,   54.9749985     ,   7.93381070E-04
   5250.00000     ,   54.9749985     ,   2.97144633E-02
   5350.00000     ,   54.9749985     ,   4.69531778E-06
   5450.00000     ,   54.9749985     ,   4.89756967E-05
   5550.00000     ,   54.9749985     ,  0.161858633    
   5650.00000     ,   54.9749985     ,  0.180255815    
   5750.00000     ,   54.9749985     ,   8.61261189E-02
   5850.00000     ,   54.9749985     ,   1.38157729E-05
   5950.00000     ,   54.9749985     ,   3.57110781E-04
   6050.00000     ,   54.9749985     ,   5.93964122E-02
   6150.00000     ,   54.9749985     ,   6.89272806E-02
   6250.00000     ,   54.9749985     ,  0.108340256    
   6350.00000     ,   54.9749985     ,   5.95881939E-02
   6450.00000     ,   54.9749985     ,   2.07272712E-02
   6550.00000     ,   54.9749985     ,   1.35343382E-03
   6650.00000     ,   54.9749985     ,   1.33705663E-03
   6750.00000     ,   54.9749985     ,   8.20004730E-04
   6850.00000     ,   54.9749985     ,   9.83037055E-02
   6950.00000     ,   54.9749985     ,  0.107592732    
   7050.00000     ,   54.9749985     ,   2.84761718E-05
   7150.00000     ,   54.9749985     ,   1.22574083E-05
   7250.00000     ,   54.9749985     ,   2.88369004E-02
   7350.00000     ,   54.9749985     ,   2.85477955E-02
   7450.00000     ,   54.9749985     ,   5.75431176E-02
   7550.00000     ,   54.9749985     ,  0.115678616    
   7650.00000     ,   54.9749985     ,   4.74211238E-02
   7750.00000     ,   54.9749985     ,  0.116311431    
   7850.00000     ,   54.9749985     ,   2.49971436E-05
   7950.00000     ,   54.9749985     ,   9.86483991E-02
   8050.00000     ,   54.9749985     ,   9.77103366E-04
   8150.00000     ,   54.9749985     ,   1.64353871E-03
   8250.00000     ,   54.9749985     ,   1.74520328E-03
   8350.00000     ,   54.9749985     ,   1.20603608E-03
   8450.00000     ,   54.9749985     ,  0.118873619    
   8550.00000     ,   54.9749985     ,   3.97068560E-02
   8650.00000     ,   54.9749985     ,   3.97572555E-02
   8750.00000     ,   54.9749985     ,   8.90091285E-02
   8850.00000     ,   54.9749985     ,   2.98676168E-04
   8950.00000     ,   54.9749985     ,   2.83250447E-05
   9050.00000     ,   54.9749985     ,  0.116387703    
   9150.00000     ,   54.9749985     ,   4.79727723E-02
   9250.00000     ,   54.9749985     ,   3.30315379E-05
   9350.00000     ,   54.9749985     ,   1.81927666E-04
   9450.00000     ,   54.9749985     ,   5.33937651E-04
   9550.00000     ,   54.9749985     ,   4.10189416E-04
   9650.00000     ,   54.9749985     ,   7.86714554E-02
   9750.00000     ,   54.9749985     ,   6.89687803E-02
   9850.00000     ,   54.9749985     ,   6.60513062E-04
   9950.00000     ,   54.9749985     ,   1.10546045E-03
   10050.0000     ,   54.9749985     ,   1.48452923E-03
   10150.0000     ,   54.9749985     ,   1.72549253E-03
   10250.0000     ,   54.9749985     ,   1.53022131E-03
   10350.0000     ,   54.9749985     ,   1.22666112E-04
   10450.0000     ,   54.9749985     ,  0.279725492    
   10550.0000     ,   54.9749985     ,  0.133215323    
   10650.0000     ,   54.9749985     ,  0.250365764    
   10750.0000     ,   54.9749985     ,   2.34720919E-05
   10850.0000     ,   54.9749985     ,   4.32408211E-04
   10950.0000     ,   54.9749985     ,   5.02472569E-04
   11050.0000     ,   54.9749985     ,   4.16188937E-04
   11150.0000     ,   54.9749985     ,   3.57573997E-04
   11250.0000     ,   54.9749985     ,   2.97694281E-02
   11350.0000     ,   54.9749985     ,   9.97153483E-03
   11450.0000     ,   54.9749985     ,   4.89197746E-02
   11550.0000     ,   54.9749985     ,  0.117033049    
   11650.0000     ,   54.9749985     ,   3.83564085E-02
   11750.0000     ,   54.9749985     ,  0.156180471    
   11850.0000     ,   54.9749985     ,   8.76529703E-06
   11950.0000     ,   54.9749985     ,   9.79257524E-02
   12050.0000     ,   54.9749985     ,   4.89193313E-02
   12150.0000     ,   54.9749985     ,   4.83254553E-04
   12250.0000     ,   54.9749985     ,   7.98405148E-04
   12350.0000     ,   54.9749985     ,   2.96491496E-02
   12450.0000     ,   54.9749985     ,  0.205609813    
   12550.0000     ,   54.9749985     ,   3.88279334E-02
   12650.0000     ,   54.9749985     ,  0.127310127    
   12750.0000     ,   54.9749985     ,   9.82875898E-02
   12850.0000     ,   54.9749985     ,   4.03363432E-04
   12950.0000     ,   54.9749985     ,   2.28446097E-05
   13050.0000     ,   54.9749985     ,  0.176042452    
   13150.0000     ,   54.9749985     ,   3.09919487E-05
   13250.0000     ,   54.9749985     ,   7.62680895E-04
   13350.0000     ,   54.9749985     ,   7.82590883E-04
   13450.0000     ,   54.9749985     ,   6.49226104E-06
   13550.0000     ,   54.9749985     ,  0.195650622    
   13650.0000     ,   54.9749985     ,   4.44618763E-06
   13750.0000     ,   54.9749985     ,   7.15223723E-04
   13850.0000     ,   54.9749985     ,   6.23211090E-04
   13950.0000     ,   54.9749985     ,   1.96969192E-02
   14050.0000     ,   54.9749985     ,  0.107711107    
   14150.0000     ,   54.9749985     ,   4.02928708E-05
   14250.0000     ,   54.9749985     ,  0.126136661    
   14350.0000     ,   54.9749985     ,  0.116168797    
   14450.0000     ,   54.9749985     ,   6.76183924E-02
   14550.0000     ,   54.9749985     ,   9.68737006E-02
   14650.0000     ,   54.9749985     ,  0.175722450    
   14750.0000     ,   54.9749985     ,   7.98043981E-02
   14850.0000     ,   54.9749985     ,   2.58318568E-03
   14950.0000     ,   54.9749985     ,   8.36664140E-02
   50.0000000     ,   154.924988     ,   4.37380746E-04
   150.000000     ,   154.924988     ,   1.91877894E-02
   250.000000     ,   154.924988     ,   5.36738189E-05
   350.000000     ,   154.924988     ,   5.83095170E-05
   450.000000     ,   154.924988     ,   9.63869970E-03
   550.000000     ,   154.924988     ,   1.48820120E-03
   650.000000     ,   154.924988     ,  0.128529385    
   750.000000     ,   154.924988     ,   4.60802221E-05
   850.000000     ,   154.924988     ,   7.58935213E-02
   950.000000     ,   154.924988     ,  0.133677140    
   1050.00000     ,   154.924988     ,   7.66825005E-02
   1150.00000     ,   154.924988     ,   2.83314352E-04
   1250.00000     ,   154.924988     ,   6.90363422E-02
   1350.00000     ,   154.924988     ,   1.17000798E-03
   1450.00000     ,   154.924988     ,   1.15351973E-03
   1550.00000     ,   154.924988     ,   9.98065574E-04
   1650.00000     ,   154.924988     ,   8.34307983E-04
   1750.00000     ,   154.924988     ,  0.137790442    
   1850.00000     ,   154.924988     ,   5.27179218E-04
   1950.00000     ,   154.924988     ,   4.86599617E-02
   2050.00000     ,   154.924988     ,   3.29325238E-04
   2150.00000     ,   154.924988     ,   2.91701611E-02
   2250.00000     ,   154.924988     ,   7.02972291E-04
   2350.00000     ,   154.924988     ,   5.84733263E-02
   2450.00000     ,   154.924988     ,   1.76473404E-05
   2550.00000     ,   154.924988     ,   6.05064088E-05
   2650.00000     ,   154.924988     ,  0.171029195    
   2750.00000     ,   154.924988     ,   1.61905196E-02
   2850.00000     ,   154.924988     ,  0.162001565    
   2950.00000     ,   154.924988     ,  0.163804621    
   3050.00000     ,   154.924988     ,   1.74526558E-05
   3150.00000     ,   154.924988     ,   5.43263050E-05
   3250.00000     ,   154.924988     ,   1.02311326E-02
   3350.00000     ,   154.924988     ,   6.94726482E-02
   3450.00000     ,   154.924988     ,   3.04491408E-02
   3550.00000     ,   154.924988     ,   6.07636012E-02
   3650.00000     ,   154.924988     ,  0.140610218    
   3750.00000     ,   154.924988     ,   1.40649336E-03
   3850.00000     ,   154.924988     ,   5.15061878E-02
   3950.00000     ,   154.924988     ,   8.35601166E-02
   4050.00000     ,   154.924988     ,   5.46324579E-03
   4150.00000     ,   154.924988     ,   1.62825119E-02
   4250.00000     ,   154.924988     ,   6.08083373E-03
   4350.00000     ,   154.924988     ,   5.19299507E-03
   4450.00000     ,   154.924988     ,   5.45313507E-02
   4550.00000     ,   154.924988     ,   8.47202986E-02
   4650.00000     ,   154.924988     ,   9.48149413E-02
   4750.00000     ,   154.924988     ,  0.115252592    
   4850.00000     ,   154.924988     ,   4.69423179E-03
   4950.00000     ,   154.924988     ,   1.45472810E-02
   5050.00000     ,   154.924988     ,   3.86445131E-03
   5150.00000     ,   154.924988     ,   6.18093535E-02
   5250.00000     ,   154.924988     ,  0.158595517    
   5350.00000     ,   154.924988     ,   9.66055170E-02
   5450.00000     ,   154.924988     ,   3.51951942E-02
   5550.00000     ,   154.924988     ,  0.229420945    
   5650.00000     ,   154.924988     ,  0.163239926    
   5750.00000     ,   154.924988     ,   1.81926327E-04
   5850.00000     ,   154.924988     ,  0.114646345    
   5950.00000     ,   154.924988     ,   1.55205445E-04
   6050.00000     ,   154.924988     ,   4.92212437E-02
   6150.00000     ,   154.924988     ,   5.68426098E-04
   6250.00000     ,   154.924988     ,   7.94611115E-04
   6350.00000     ,   154.924988     ,   1.55241683E-03
   6450.00000     ,   154.924988     ,   2.54972046E-03
   6550.00000     ,   154.924988     ,   9.28654522E-02
   6650.00000     ,   154.924988     ,   3.01546045E-03
   6750.00000     ,   154.924988     ,   9.09700692E-02
   6850.00000     ,   154.924988     ,   7.16275361E-04
   6950.00000     ,   154.924988     ,   1.87150501E-02
   7050.00000     ,   154.924988     ,   1.04404762E-06
   7150.00000     ,   154.924988     ,  0.115781814    
   7250.00000     ,   154.924988     ,  0.124321714    
   7350.00000     ,   154.924988     ,   8.44901651E-02
   7450.00000     ,   154.924988     ,   5.81346778E-03
   7550.00000     ,   154.924988     ,   8.27763900E-02
   7650.00000     ,   154.924988     ,   1.69414925E-04
   7750.00000     ,   154.924988     ,  0.132440165    
   7850.00000     ,   154.924988     ,   6.30305585E-05
   7950.00000     ,   154.924988     ,   6.91762641E-02
   8050.00000     ,   154.924988     ,   2.38258927E-03
   8150.00000     ,   154.924988     ,   3.75064579E-03
   8250.00000     ,   154.924988     ,   4.05821111E-03
   8350.00000     ,   154.924988     ,   3.28234071E-03
   8450.00000     ,   154.924988     ,   6.12739250E-02
   8550.00000     ,   154.924988     ,   3.07974163E-02
   8650.00000     ,   154.924988     ,   1.07097253E-02
   8750.00000     ,   154.924988     ,   8.60852073E-04
   8850.00000     ,   154.924988     ,   3.29244009E-04
   8950.00000     ,   154.924988     ,   9.68846828E-02
   9050.00000     ,   154.924988     ,   1.48843639E-04
   9150.00000     ,   154.924988     ,  0.114648663    
   9250.00000     ,   154.924988     ,   5.75665385E-02
   9350.00000     ,   154.924988     ,  0.127800658    
   9450.00000     ,   154.924988     ,   9.22179897E-04
   9550.00000     ,   154.924988     ,   9.75604868E-04
   9650.00000     ,   154.924988     ,  0.138563469    
   9750.00000     ,   154.924988     ,   1.10047800E-03
   9850.00000     ,   154.924988     ,   7.10892752E-02
   9950.00000     ,   154.924988     ,  0.142701030    
   10050.0000     ,   154.924988     ,   3.74262803E-03
   10150.0000     ,   154.924988     ,   6.31864518E-02
   10250.0000     ,   154.924988     ,   2.63421726E-03
   10350.0000     ,   154.924988     ,   3.08001836E-05
   10450.0000     ,   154.924988     ,   5.43511994E-02
   10550.0000     ,   154.924988     ,   2.66062736E-04
   10650.0000     ,   154.924988     ,   2.17201130E-04
   10750.0000     ,   154.924988     ,   9.59767567E-05
   10850.0000     ,   154.924988     ,  0.156424537    
   10950.0000     ,   154.924988     ,   7.30012660E-04
   11050.0000     ,   154.924988     ,  0.108867548    
   11150.0000     ,   154.924988     ,  0.118656822    
   11250.0000     ,   154.924988     ,   7.74045009E-04
   11350.0000     ,   154.924988     ,   5.01954055E-04
   11450.0000     ,   154.924988     ,   2.66287989E-05
   11550.0000     ,   154.924988     ,   5.20358662E-05
   11650.0000     ,   154.924988     ,   9.51016024E-02
   11750.0000     ,   154.924988     ,   2.71723475E-02
   11850.0000     ,   154.924988     ,   3.67738576E-05
   11950.0000     ,   154.924988     ,   1.84107867E-05
   12050.0000     ,   154.924988     ,  0.117144912    
   12150.0000     ,   154.924988     ,   8.60599393E-04
   12250.0000     ,   154.924988     ,   1.12923607E-03
   12350.0000     ,   154.924988     ,   4.99632093E-04
   12450.0000     ,   154.924988     ,   1.75351597E-05
   12550.0000     ,   154.924988     ,   3.20652871E-05
   12650.0000     ,   154.924988     ,   2.59596218E-05
   12750.0000     ,   154.924988     ,   3.30905859E-05
   12850.0000     ,   154.924988     ,   9.73282941E-03
   12950.0000     ,   154.924988     ,   4.87887636E-02
   13050.0000     ,   154.924988     ,   6.80514798E-02
   13150.0000     ,   154.924988     ,   2.12360945E-04
   13250.0000     ,   154.924988     ,   1.15758111E-03
   13350.0000     ,   154.924988     ,   2.07824837E-02
   13450.0000     ,   154.924988     ,   2.37995948E-04
   13550.0000     ,   154.924988     ,   1.91058330E-02
   13650.0000     ,   154.924988     ,   1.32146379E-04
   13750.0000     ,   154.924988     ,   9.54750110E-04
   13850.0000     ,   154.924988     ,   8.18366185E-04
   13950.0000     ,   154.924988     ,   1.07587621E-05
   14050.0000     ,   154.924988     ,   8.45463760E-03
   14150.0000     ,   154.924988     ,   7.53304455E-03
   14250.0000     ,   154.924988     ,   1.78504095E-04
   14350.0000     ,   154.924988     ,   2.03500851E-04
   14450.0000     ,   154.924988     ,   1.98626920E-04
   14550.0000     ,   154.924988     ,   6.61187395E-02
   14650.0000     ,   154.924988     ,   1.90051049E-02
   14750.0000     ,   154.924988     ,   4.21424396E-02
   14850.0000     ,   154.924988     ,   5.97503223E-03
   14950.0000     ,   154.924988     ,   7.62804272E-03
   50.0000000     ,   254.874985     ,   5.72925259E-04
   150.000000     ,   254.874985     ,   3.93339113E-04
   250.000000     ,   254.874985     ,   7.69167617E-02
   350.000000     ,   254.874985     ,   2.73221725E-04
   450.000000     ,   254.874985     ,   9.02505964E-03
   550.000000     ,   254.874985     ,   1.49212836E-03
   650.000000     ,   254.874985     ,   1.09086814E-03
   750.000000     ,   254.874985     ,   8.27135009E-05
   850.000000     ,   254.874985     ,   8.44581351E-02
   950.000000     ,   254.874985     ,   6.34933263E-03
   1050.00000     ,   254.874985     ,   3.64678614E-02
   1150.00000     ,   254.874985     ,   4.74790819E-02
   1250.00000     ,   254.874985     ,   5.83762154E-02
   1350.00000     ,   254.874985     ,  0.127988338    
   1450.00000     ,   254.874985     ,   1.75570964E-03
   1550.00000     ,   254.874985     ,  0.128178135    
   1650.00000     ,   254.874985     ,   1.43467321E-03
   1750.00000     ,   254.874985     ,   1.19379594E-03
   1850.00000     ,   254.874985     ,  0.136717230    
   1950.00000     ,   254.874985     ,   8.22563481E-04
   2050.00000     ,   254.874985     ,   7.56346504E-04
   2150.00000     ,   254.874985     ,   7.93705171E-04
   2250.00000     ,   254.874985     ,  0.126189515    
   2350.00000     ,   254.874985     ,   2.51634425E-04
   2450.00000     ,   254.874985     ,   3.51834351E-05
   2550.00000     ,   254.874985     ,  0.130768925    
   2650.00000     ,   254.874985     ,   1.37633309E-04
   2750.00000     ,   254.874985     ,   2.41257846E-02
   2850.00000     ,   254.874985     ,   1.36779388E-04
   2950.00000     ,   254.874985     ,   9.54960342E-05
   3050.00000     ,   254.874985     ,   4.81815296E-05
   3150.00000     ,   254.874985     ,   8.80976170E-02
   3250.00000     ,   254.874985     ,  0.128895283    
   3350.00000     ,   254.874985     ,  0.169760436    
   3450.00000     ,   254.874985     ,   9.12441835E-02
   3550.00000     ,   254.874985     ,  0.112436056    
   3650.00000     ,   254.874985     ,  0.204593390    
   3750.00000     ,   254.874985     ,   3.96809727E-03
   3850.00000     ,   254.874985     ,   7.55251199E-02
   3950.00000     ,   254.874985     ,  0.109192029    
   4050.00000     ,   254.874985     ,   9.48770996E-03
   4150.00000     ,   254.874985     ,   2.07317527E-02
   4250.00000     ,   254.874985     ,   1.08607961E-02
   4350.00000     ,   254.874985     ,  0.113470770    
   4450.00000     ,   254.874985     ,   9.58210975E-03
   4550.00000     ,   254.874985     ,   9.17697512E-03
   4650.00000     ,   254.874985     ,  0.132623047    
   4750.00000     ,   254.874985     ,  0.121776693    
   4850.00000     ,   254.874985     ,   8.47146660E-03
   4950.00000     ,   254.874985     ,   7.73283979E-03
   5050.00000     ,   254.874985     ,   6.14180369E-03
   5150.00000     ,   254.874985     ,  0.144382730    
   5250.00000     ,   254.874985     ,   7.97088295E-02
   5350.00000     ,   254.874985     ,   1.26320461E-04
   5450.00000     ,   254.874985     ,   2.58416258E-04
   5550.00000     ,   254.874985     ,   3.63263418E-04
   5650.00000     ,   254.874985     ,  0.140343785    
   5750.00000     ,   254.874985     ,   2.62400456E-04
   5850.00000     ,   254.874985     ,   8.21641833E-02
   5950.00000     ,   254.874985     ,   9.51030701E-02
   6050.00000     ,   254.874985     ,   3.95960815E-04
   6150.00000     ,   254.874985     ,   1.01045705E-03
   6250.00000     ,   254.874985     ,   3.04897483E-02
   6350.00000     ,   254.874985     ,   7.16315210E-02
   6450.00000     ,   254.874985     ,   3.85436276E-03
   6550.00000     ,   254.874985     ,   4.49539023E-03
   6650.00000     ,   254.874985     ,   1.35065755E-02
   6750.00000     ,   254.874985     ,   3.10851145E-03
   6850.00000     ,   254.874985     ,   1.60810037E-03
   6950.00000     ,   254.874985     ,  0.106565990    
   7050.00000     ,   254.874985     ,  0.220939040    
   7150.00000     ,   254.874985     ,   4.55378890E-02
   7250.00000     ,   254.874985     ,   5.28421765E-03
   7350.00000     ,   254.874985     ,  0.100154325    
   7450.00000     ,   254.874985     ,   2.20169677E-04
   7550.00000     ,   254.874985     ,   2.22115349E-02
   7650.00000     ,   254.874985     ,  0.108309373    
   7750.00000     ,   254.874985     ,   1.85912373E-04
   7850.00000     ,   254.874985     ,   4.62436900E-02
   7950.00000     ,   254.874985     ,   9.11956071E-04
   8050.00000     ,   254.874985     ,   3.35852080E-03
   8150.00000     ,   254.874985     ,   6.44757897E-02
   8250.00000     ,   254.874985     ,   5.80519717E-03
   8350.00000     ,   254.874985     ,   5.24712075E-03
   8450.00000     ,   254.874985     ,   4.13518539E-03
   8550.00000     ,   254.874985     ,   3.13081057E-03
   8650.00000     ,   254.874985     ,   1.13865631E-02
   8750.00000     ,   254.874985     ,   1.49516843E-03
   8850.00000     ,   254.874985     ,   1.92560032E-02
   8950.00000     ,   254.874985     ,   1.51066168E-04
   9050.00000     ,   254.874985     ,  0.133180380    
   9150.00000     ,   254.874985     ,   2.07151388E-04
   9250.00000     ,   254.874985     ,   1.61028496E-04
   9350.00000     ,   254.874985     ,   4.84839454E-02
   9450.00000     ,   254.874985     ,   1.20339252E-03
   9550.00000     ,   254.874985     ,   1.68931950E-03
   9650.00000     ,   254.874985     ,   1.99986412E-03
   9750.00000     ,   254.874985     ,   2.68657110E-03
   9850.00000     ,   254.874985     ,   3.79603333E-03
   9950.00000     ,   254.874985     ,   9.41893309E-02
   10050.0000     ,   254.874985     ,   5.42065920E-03
   10150.0000     ,   254.874985     ,   4.91909683E-03
   10250.0000     ,   254.874985     ,   2.92049325E-03
   10350.0000     ,   254.874985     ,   7.08016232E-05
   10450.0000     ,   254.874985     ,   2.38406035E-04
   10550.0000     ,   254.874985     ,  0.125756741    
   10650.0000     ,   254.874985     ,   2.23644432E-02
   10750.0000     ,   254.874985     ,   1.70698331E-04
   10850.0000     ,   254.874985     ,   4.99292364E-05
   10950.0000     ,   254.874985     ,   5.22954448E-04
   11050.0000     ,   254.874985     ,  0.137022525    
   11150.0000     ,   254.874985     ,   1.06912281E-03
   11250.0000     ,   254.874985     ,   9.55146446E-04
   11350.0000     ,   254.874985     ,  0.232828662    
   11450.0000     ,   254.874985     ,   7.57081211E-02
   11550.0000     ,   254.874985     ,  0.103385180    
   11650.0000     ,   254.874985     ,   8.97434729E-05
   11750.0000     ,   254.874985     ,   8.41488654E-05
   11850.0000     ,   254.874985     ,   5.76750354E-05
   11950.0000     ,   254.874985     ,   2.35638763E-05
   12050.0000     ,   254.874985     ,  0.106062755    
   12150.0000     ,   254.874985     ,  0.176047757    
   12250.0000     ,   254.874985     ,   6.85711056E-02
   12350.0000     ,   254.874985     ,   7.07942876E-04
   12450.0000     ,   254.874985     ,   1.70616535E-04
   12550.0000     ,   254.874985     ,   2.38344091E-05
   12650.0000     ,   254.874985     ,   6.66991845E-02
   12750.0000     ,   254.874985     ,   6.70835434E-05
   12850.0000     ,   254.874985     ,   2.33150291E-04
   12950.0000     ,   254.874985     ,   1.58892843E-04
   13050.0000     ,   254.874985     ,  0.107358314    
   13150.0000     ,   254.874985     ,   4.14670620E-04
   13250.0000     ,   254.874985     ,   1.10231410E-03
   13350.0000     ,   254.874985     ,  0.169273093    
   13450.0000     ,   254.874985     ,   5.56767103E-04
   13550.0000     ,   254.874985     ,   8.84504318E-02
   13650.0000     ,   254.874985     ,   6.90570548E-02
   13750.0000     ,   254.874985     ,   8.92896727E-02
   13850.0000     ,   254.874985     ,   9.87320244E-02
   13950.0000     ,   254.874985     ,   4.81797904E-02
   14050.0000     ,   254.874985     ,   1.32013796E-04
   14150.0000     ,   254.874985     ,  0.103055894    
   14250.0000     ,   254.874985     ,   4.41846885E-02
   14350.0000     ,   254.874985     ,   3.07658367E-04
   14450.0000     ,   254.874985     ,   2.94297439E-04
   14550.0000     ,   254.874985     ,   3.67808416E-02
   14650.0000     ,   254.874985     ,   6.31663890E-04
   14750.0000     ,   254.874985     ,  0.115121216    
   14850.0000     ,   254.874985     ,   8.43105093E-03
   14950.0000     ,   254.874985     ,   3.01380772E-02
   50.0000000     ,   354.824982     ,   7.62908545E-04
   150.000000     ,   354.824982     ,   6.56937656E-04
   250.000000     ,   354.824982     ,   6.05228008E-04
   350.000000     ,   354.824982     ,  0.183068007    
   450.000000     ,   354.824982     ,   1.79509874E-02
   550.000000     ,   354.824982     ,   6.70561641E-02
   650.000000     ,   354.824982     ,  0.173159644    
   750.000000     ,   354.824982     ,   1.20977427E-04
   850.000000     ,   354.824982     ,   1.62209966E-04
   950.000000     ,   354.824982     ,   1.69609586E-04
   1050.00000     ,   354.824982     ,   2.57597119E-02
   1150.00000     ,   354.824982     ,   5.48647426E-04
   1250.00000     ,   354.824982     ,   1.39277300E-03
   1350.00000     ,   354.824982     ,   6.78686872E-02
   1450.00000     ,   354.824982     ,  0.215415910    
   1550.00000     ,   354.824982     ,   2.15248787E-03
   1650.00000     ,   354.824982     ,   1.93575339E-03
   1750.00000     ,   354.824982     ,   8.73200446E-02
   1850.00000     ,   354.824982     ,   1.39900530E-03
   1950.00000     ,   354.824982     ,  0.115605794    
   2050.00000     ,   354.824982     ,   7.63151273E-02
   2150.00000     ,   354.824982     ,   9.30540904E-04
   2250.00000     ,   354.824982     ,   1.69810299E-02
   2350.00000     ,   354.824982     ,   1.35817769E-04
   2450.00000     ,   354.824982     ,   3.43466252E-02
   2550.00000     ,   354.824982     ,   4.27712537E-02
   2650.00000     ,   354.824982     ,   1.65874895E-04
   2750.00000     ,   354.824982     ,  0.136348024    
   2850.00000     ,   354.824982     ,  0.193976626    
   2950.00000     ,   354.824982     ,   1.31330584E-04
   3050.00000     ,   354.824982     ,   8.43745584E-05
   3150.00000     ,   354.824982     ,   4.61309537E-05
   3250.00000     ,   354.824982     ,  0.109389067    
   3350.00000     ,   354.824982     ,  0.171441004    
   3450.00000     ,   354.824982     ,   3.22374585E-03
   3550.00000     ,   354.824982     ,   9.48644951E-02
   3650.00000     ,   354.824982     ,   5.80414664E-03
   3750.00000     ,   354.824982     ,   7.28874607E-03
   3850.00000     ,   354.824982     ,   5.97923175E-02
   3950.00000     ,   354.824982     ,   6.25522062E-02
   4050.00000     ,   354.824982     ,   7.58444294E-02
   4150.00000     ,   354.824982     ,   2.54696850E-02
   4250.00000     ,   354.824982     ,   3.62018757E-02
   4350.00000     ,   354.824982     ,  0.121760868    
   4450.00000     ,   354.824982     ,   9.89605784E-02
   4550.00000     ,   354.824982     ,  0.119977437    
   4650.00000     ,   354.824982     ,   1.39406873E-02
   4750.00000     ,   354.824982     ,   1.32839978E-02
   4850.00000     ,   354.824982     ,   8.44973400E-02
   4950.00000     ,   354.824982     ,   5.12102470E-02
   5050.00000     ,   354.824982     ,   2.82378402E-02
   5150.00000     ,   354.824982     ,  0.177517161    
   5250.00000     ,   354.824982     ,  0.119894646    
   5350.00000     ,   354.824982     ,   1.72552798E-04
   5450.00000     ,   354.824982     ,   3.08240677E-04
   5550.00000     ,   354.824982     ,   3.98509612E-04
   5650.00000     ,   354.824982     ,   3.98609729E-04
   5750.00000     ,   354.824982     ,   3.86983082E-02
   5850.00000     ,   354.824982     ,   6.05358109E-02
   5950.00000     ,   354.824982     ,   3.47017683E-02
   6050.00000     ,   354.824982     ,   2.72179451E-02
   6150.00000     ,   354.824982     ,  0.274456292    
   6250.00000     ,   354.824982     ,   2.27787485E-03
   6350.00000     ,   354.824982     ,  0.102103293    
   6450.00000     ,   354.824982     ,   4.34327945E-02
   6550.00000     ,   354.824982     ,  0.216864347    
   6650.00000     ,   354.824982     ,   4.93821641E-03
   6750.00000     ,   354.824982     ,   8.16926956E-02
   6850.00000     ,   354.824982     ,   2.30323337E-03
   6950.00000     ,   354.824982     ,   1.17761968E-03
